fut2
ვამთქნარებ,
ამთქნარებ,
ამთქნარებს,
ვამთქნარებთ,
ამთქნარებთ,
ამთქნარებენ,
fut2_prfv
შთავამთქნარებ,
შთაამთქნარებ,
შთაამთქნარებს,
შთავამთქნარებთ,
შთაამთქნარებთ,
შთაამთქნარებენ,
cond2
ვამთქნარებდი,
ამთქნარებდი,
ამთქნარებდა,
ვამთქნარებდით,
ამთქნარებდით,
ამთქნარებდნენ,
cond2_prfv
შთავამთქნარებდი,
შთაამთქნარებდი,
შთაამთქნარებდა,
შთავამთქნარებდით,
შთაამთქნარებდით,
შთაამთქნარებდნენ,
fut2_subj
ვამთქნარებდე,
ამთქნარებდე,
ამთქნარებდეს,
ვამთქნარებდეთ,
ამთქნარებდეთ,
ამთქნარებდნენ,
fut2_subj_prfv
შთავამთქნარებდე,
შთაამთქნარებდე,
შთაამთქნარებდეს,
შთავამთქნარებდეთ,
შთაამთქნარებდეთ,
შთაამთქნარებდნენ,
aor2
ვამთქნარე,
ამთქნარე,
ამთქნარა,
ვამთქნარეთ,
ამთქნარეთ,
ამთქნარეს,
aor2_prfv
შთავამთქნარე,
შთაამთქნარე,
შთაამთქნარა,
შთავამთქნარეთ,
შთაამთქნარეთ,
შთაამთქნარეს,
IIsubj2
ვამთქნარო,
ამთქნარო,
ამთქნაროს,
ვამთქნაროთ,
ამთქნაროთ,
ამთქნარონ,
IIsubj2_prfv
შთავამთქნარო,
შთაამთქნარო,
შთაამთქნაროს,
შთავამთქნაროთ,
შთაამთქნაროთ,
შთაამთქნარონ,
Iturm
მიმთქნარებია,
გიმთქნარებია,
უმთქნარებია,
გვიმთქნარებია,
გიმთქნარებიათ,
უმთქნარებიათ,
Iturm_prfv
შთამიმთქნარებია,
შთაგიმთქნარებია,
შთაუმთქნარებია,
შთაგვიმთქნარებია,
შთაგიმთქნარებიათ,
შთაუმთქნარებიათ,
IIturm
მემთქნარებინა,
გემთქნარებინა,
ემთქნარებინა,
გვემთქნარებინა,
გემთქნარებინათ,
ემთქნარებინათ,
IIturm_prfv
შთამემთქნარებინა,
შთაგემთქნარებინა,
შთაემთქნარებინა,
შთაგვემთქნარებინა,
შთაგემთქნარებინათ,
შთაემთქნარებინათ,
IIIsubj
მემთქნარებინოს,
გემთქნარებინოს,
ემთქნარებინოს,
გვემთქნარებინოს,
გემთქნარებინოთ,
ემთქნარებინოთ,
IIIsubj_prfv
შთამემთქნარებინოს,
შთაგემთქნარებინოს,
შთაემთქნარებინოს,
შთაგვემთქნარებინოს,
შთაგემთქნარებინოთ,
შთაემთქნარებინოთ,
