fut2
ვიწერები,
იწერები,
იწერება,
ვიწერებით,
იწერებით,
იწერებიან,
fut2_prfv
გადავიწერები,
გადაიწერები,
გადაიწერება,
გადავიწერებით,
გადაიწერებით,
გადაიწერებიან,
cond2
ვიწერებოდი,
იწერებოდი,
იწერებოდა,
ვიწერებოდით,
იწერებოდით,
იწერებოდნენ,
cond2_prfv
გადავიწერებოდი,
გადაიწერებოდი,
გადაიწერებოდა,
გადავიწერებოდით,
გადაიწერებოდით,
გადაიწერებოდნენ,
fut2_subj
ვიწერებოდე,
იწერებოდე,
იწერებოდეს,
ვიწერებოდეთ,
იწერებოდეთ,
იწერებოდნენ,
fut2_subj_prfv
გადავიწერებოდე,
გადაიწერებოდე,
გადაიწერებოდეს,
გადავიწერებოდეთ,
გადაიწერებოდეთ,
გადაიწერებოდნენ,
aor2
ვიწერე,
იწერე,
იწერა,
ვიწერეთ,
იწერეთ,
იწერნენ,
aor2_prfv
გადავიწერე,
გადაიწერე,
გადაიწერა,
გადავიწერეთ,
გადაიწერეთ,
გადაიწერნენ,
IIsubj2
ვიწერო,
იწერო,
იწეროს,
ვიწეროთ,
იწეროთ,
იწერონ,
IIsubj2_prfv
გადავიწერო,
გადაიწერო,
გადაიწეროს,
გადავიწეროთ,
გადაიწეროთ,
გადაიწერონ,
Iturm
ვწერილვარ,
წერილხარ,
წერილა,
ვწერილვართ,
წერილხართ,
წერილან,
Iturm_prfv
გადავწერილვარ,
გადაწერილხარ,
გადაწერილა,
გადავწერილვართ,
გადაწერილხართ,
გადაწერილან,
IIturm
ვწერილიყავი,
წერილიყავი,
წერილიყო,
ვწერილიყავით,
წერილიყავით,
წერილიყვნენ,
IIturm_prfv
გადავწერილიყავი,
გადაწერილიყავი,
გადაწერილიყო,
გადავწერილიყავით,
გადაწერილიყავით,
გადაწერილიყვნენ,
IIIsubj
ვწერილიყო,
წერილიყო,
წერილიყოს,
ვწერილიყოთ,
წერილიყოთ,
წერილიყონ,
IIIsubj_prfv
გადავწერილიყო,
გადაწერილიყო,
გადაწერილიყოს,
გადავწერილიყოთ,
გადაწერილიყოთ,
გადაწერილიყონ,
