fut2
ვუჩქარებ,
უჩქარებ,
უჩქარებს,
ვუჩქარებთ,
უჩქარებთ,
უჩქარებენ,
fut2_prfv
ჩამოვუჩქარებ,
ჩამოუჩქარებ,
ჩამოუჩქარებს,
ჩამოვუჩქარებთ,
ჩამოუჩქარებთ,
ჩამოუჩქარებენ,
cond2
ვუჩქარებდი,
უჩქარებდი,
უჩქარებდა,
ვუჩქარებდით,
უჩქარებდით,
უჩქარებდნენ,
cond2_prfv
ჩამოვუჩქარებდი,
ჩამოუჩქარებდი,
ჩამოუჩქარებდა,
ჩამოვუჩქარებდით,
ჩამოუჩქარებდით,
ჩამოუჩქარებდნენ,
fut2_subj
ვუჩქარებდე,
უჩქარებდე,
უჩქარებდეს,
ვუჩქარებდეთ,
უჩქარებდეთ,
უჩქარებდნენ,
fut2_subj_prfv
ჩამოვუჩქარებდე,
ჩამოუჩქარებდე,
ჩამოუჩქარებდეს,
ჩამოვუჩქარებდეთ,
ჩამოუჩქარებდეთ,
ჩამოუჩქარებდნენ,
aor2
ვუჩქარე,
უჩქარე,
უჩქარა,
ვუჩქარეთ,
უჩქარეთ,
უჩქარეს,
aor2_prfv
ჩამოვუჩქარე,
ჩამოუჩქარე,
ჩამოუჩქარა,
ჩამოვუჩქარეთ,
ჩამოუჩქარეთ,
ჩამოუჩქარეს,
IIsubj2
ვუჩქარო,
უჩქარო,
უჩქაროს,
ვუჩქაროთ,
უჩქაროთ,
უჩქარონ,
IIsubj2_prfv
ჩამოვუჩქარო,
ჩამოუჩქარო,
ჩამოუჩქაროს,
ჩამოვუჩქაროთ,
ჩამოუჩქაროთ,
ჩამოუჩქარონ,
Iturm
მიჩქარებია,
გიჩქარებია,
უჩქარებია,
გვიჩქარებია,
გიჩქარებიათ,
უჩქარებიათ,
Iturm_prfv
ჩამომიჩქარებია,
ჩამოგიჩქარებია,
ჩამოუჩქარებია,
ჩამოგვიჩქარებია,
ჩამოგიჩქარებიათ,
ჩამოუჩქარებიათ,
IIturm
მეჩქარებინა,
გეჩქარებინა,
ეჩქარებინა,
გვეჩქარებინა,
გეჩქარებინათ,
ეჩქარებინათ,
IIturm_prfv
ჩამომეჩქარებინა,
ჩამოგეჩქარებინა,
ჩამოეჩქარებინა,
ჩამოგვეჩქარებინა,
ჩამოგეჩქარებინათ,
ჩამოეჩქარებინათ,
IIIsubj
მეჩქარებინოს,
გეჩქარებინოს,
ეჩქარებინოს,
გვეჩქარებინოს,
გეჩქარებინოთ,
ეჩქარებინოთ,
IIIsubj_prfv
ჩამომეჩქარებინოს,
ჩამოგეჩქარებინოს,
ჩამოეჩქარებინოს,
ჩამოგვეჩქარებინოს,
ჩამოგეჩქარებინოთ,
ჩამოეჩქარებინოთ,
