pres
ვბღავი,
ბღავი,
ბღავის,
ვბღავით,
ბღავით,
ბღავიან,
fut2
ვიბღავლებ,
იბღავლებ,
იბღავლებს,
ვიბღავლებთ,
იბღავლებთ,
იბღავლებენ,
fut2_prfv
ჩამოვიბღავლებ,
ჩამოიბღავლებ,
ჩამოიბღავლებს,
ჩამოვიბღავლებთ,
ჩამოიბღავლებთ,
ჩამოიბღავლებენ,
impf
ვბღაოდი,
ბღაოდი,
ბღაოდა,
ვბღაოდით,
ბღაოდით,
ბღაოდნენ,
cond2
ვიბღავლებდი,
იბღავლებდი,
იბღავლებდა,
ვიბღავლებდით,
იბღავლებდით,
იბღავლებდნენ,
cond2_prfv
ჩამოვიბღავლებდი,
ჩამოიბღავლებდი,
ჩამოიბღავლებდა,
ჩამოვიბღავლებდით,
ჩამოიბღავლებდით,
ჩამოიბღავლებდნენ,
subj
ვბღაოდე,
ბღაოდე,
ბღაოდეს,
ვბღაოდეთ,
ბღაოდეთ,
ბღაოდნენ,
fut2_subj
ვიბღავლებდე,
იბღავლებდე,
იბღავლებდეს,
ვიბღავლებდეთ,
იბღავლებდეთ,
იბღავლებდნენ,
fut2_subj_prfv
ჩამოვიბღავლებდე,
ჩამოიბღავლებდე,
ჩამოიბღავლებდეს,
ჩამოვიბღავლებდეთ,
ჩამოიბღავლებდეთ,
ჩამოიბღავლებდნენ,
aor2
ვიბღავლე,
იბღავლე,
იბღავლა,
ვიბღავლეთ,
იბღავლეთ,
იბღავლეს,
aor2_prfv
ჩამოვიბღავლე,
ჩამოიბღავლე,
ჩამოიბღავლა,
ჩამოვიბღავლეთ,
ჩამოიბღავლეთ,
ჩამოიბღავლეს,
IIsubj2
ვიბღავლო,
იბღავლო,
იბღავლოს,
ვიბღავლოთ,
იბღავლოთ,
იბღავლონ,
IIsubj2_prfv
ჩამოვიბღავლო,
ჩამოიბღავლო,
ჩამოიბღავლოს,
ჩამოვიბღავლოთ,
ჩამოიბღავლოთ,
ჩამოიბღავლონ,
Iturm
მიბღავლია,
გიბღავლია,
უბღავლია,
გვიბღავლია,
გიბღავლიათ,
უბღავლიათ,
Iturm_prfv
ჩამომიბღავლია,
ჩამოგიბღავლია,
ჩამოუბღავლია,
ჩამოგვიბღავლია,
ჩამოგიბღავლიათ,
ჩამოუბღავლიათ,
IIturm
მებღავლა,
გებღავლა,
ებღავლა,
გვებღავლა,
გებღავლათ,
ებღავლათ,
IIturm_prfv
ჩამომებღავლა,
ჩამოგებღავლა,
ჩამოებღავლა,
ჩამოგვებღავლა,
ჩამოგებღავლათ,
ჩამოებღავლათ,
IIIsubj
მებღავლოს,
გებღავლოს,
ებღავლოს,
გვებღავლოს,
გებღავლოთ,
ებღავლოთ,
IIIsubj_prfv
ჩამომებღავლოს,
ჩამოგებღავლოს,
ჩამოებღავლოს,
ჩამოგვებღავლოს,
ჩამოგებღავლოთ,
ჩამოებღავლოთ,
