fut2
ვამთქნარებ,
ამთქნარებ,
ამთქნარებს,
ვამთქნარებთ,
ამთქნარებთ,
ამთქნარებენ,
fut2_prfv
მივამთქნარებ,
მიამთქნარებ,
მიამთქნარებს,
მივამთქნარებთ,
მიამთქნარებთ,
მიამთქნარებენ,
cond2
ვამთქნარებდი,
ამთქნარებდი,
ამთქნარებდა,
ვამთქნარებდით,
ამთქნარებდით,
ამთქნარებდნენ,
cond2_prfv
მივამთქნარებდი,
მიამთქნარებდი,
მიამთქნარებდა,
მივამთქნარებდით,
მიამთქნარებდით,
მიამთქნარებდნენ,
fut2_subj
ვამთქნარებდე,
ამთქნარებდე,
ამთქნარებდეს,
ვამთქნარებდეთ,
ამთქნარებდეთ,
ამთქნარებდნენ,
fut2_subj_prfv
მივამთქნარებდე,
მიამთქნარებდე,
მიამთქნარებდეს,
მივამთქნარებდეთ,
მიამთქნარებდეთ,
მიამთქნარებდნენ,
aor2
ვამთქნარე,
ამთქნარე,
ამთქნარა,
ვამთქნარეთ,
ამთქნარეთ,
ამთქნარეს,
aor2_prfv
მივამთქნარე,
მიამთქნარე,
მიამთქნარა,
მივამთქნარეთ,
მიამთქნარეთ,
მიამთქნარეს,
IIsubj2
ვამთქნარო,
ამთქნარო,
ამთქნაროს,
ვამთქნაროთ,
ამთქნაროთ,
ამთქნარონ,
IIsubj2_prfv
მივამთქნარო,
მიამთქნარო,
მიამთქნაროს,
მივამთქნაროთ,
მიამთქნაროთ,
მიამთქნარონ,
Iturm
მიმთქნარებია,
გიმთქნარებია,
უმთქნარებია,
გვიმთქნარებია,
გიმთქნარებიათ,
უმთქნარებიათ,
Iturm_prfv
მიმიმთქნარებია,
მიგიმთქნარებია,
მიუმთქნარებია,
მიგვიმთქნარებია,
მიგიმთქნარებიათ,
მიუმთქნარებიათ,
IIturm
მემთქნარებინა,
გემთქნარებინა,
ემთქნარებინა,
გვემთქნარებინა,
გემთქნარებინათ,
ემთქნარებინათ,
IIturm_prfv
მიმემთქნარებინა,
მიგემთქნარებინა,
მიემთქნარებინა,
მიგვემთქნარებინა,
მიგემთქნარებინათ,
მიემთქნარებინათ,
IIIsubj
მემთქნარებინოს,
გემთქნარებინოს,
ემთქნარებინოს,
გვემთქნარებინოს,
გემთქნარებინოთ,
ემთქნარებინოთ,
IIIsubj_prfv
მიმემთქნარებინოს,
მიგემთქნარებინოს,
მიემთქნარებინოს,
მიგვემთქნარებინოს,
მიგემთქნარებინოთ,
მიემთქნარებინოთ,
