fut2
ვიწერები,
იწერები,
იწერება,
ვიწერებით,
იწერებით,
იწერებიან,
fut2_prfv
გადმოვიწერები,
გადმოიწერები,
გადმოიწერება,
გადმოვიწერებით,
გადმოიწერებით,
გადმოიწერებიან,
cond2
ვიწერებოდი,
იწერებოდი,
იწერებოდა,
ვიწერებოდით,
იწერებოდით,
იწერებოდნენ,
cond2_prfv
გადმოვიწერებოდი,
გადმოიწერებოდი,
გადმოიწერებოდა,
გადმოვიწერებოდით,
გადმოიწერებოდით,
გადმოიწერებოდნენ,
fut2_subj
ვიწერებოდე,
იწერებოდე,
იწერებოდეს,
ვიწერებოდეთ,
იწერებოდეთ,
იწერებოდნენ,
fut2_subj_prfv
გადმოვიწერებოდე,
გადმოიწერებოდე,
გადმოიწერებოდეს,
გადმოვიწერებოდეთ,
გადმოიწერებოდეთ,
გადმოიწერებოდნენ,
aor2
ვიწერე,
იწერე,
იწერა,
ვიწერეთ,
იწერეთ,
იწერნენ,
aor2_prfv
გადმოვიწერე,
გადმოიწერე,
გადმოიწერა,
გადმოვიწერეთ,
გადმოიწერეთ,
გადმოიწერნენ,
IIsubj2
ვიწერო,
იწერო,
იწეროს,
ვიწეროთ,
იწეროთ,
იწერონ,
IIsubj2_prfv
გადმოვიწერო,
გადმოიწერო,
გადმოიწეროს,
გადმოვიწეროთ,
გადმოიწეროთ,
გადმოიწერონ,
Iturm
ვწერილვარ,
წერილხარ,
წერილა,
ვწერილვართ,
წერილხართ,
წერილან,
Iturm_prfv
გადმოვწერილვარ,
გადმოწერილხარ,
გადმოწერილა,
გადმოვწერილვართ,
გადმოწერილხართ,
გადმოწერილან,
IIturm
ვწერილიყავი,
წერილიყავი,
წერილიყო,
ვწერილიყავით,
წერილიყავით,
წერილიყვნენ,
IIturm_prfv
გადმოვწერილიყავი,
გადმოწერილიყავი,
გადმოწერილიყო,
გადმოვწერილიყავით,
გადმოწერილიყავით,
გადმოწერილიყვნენ,
IIIsubj
ვწერილიყო,
წერილიყო,
წერილიყოს,
ვწერილიყოთ,
წერილიყოთ,
წერილიყონ,
IIIsubj_prfv
გადმოვწერილიყო,
გადმოწერილიყო,
გადმოწერილიყოს,
გადმოვწერილიყოთ,
გადმოწერილიყოთ,
გადმოწერილიყონ,
