pres
ვმოძრაობ,
მოძრაობ,
მოძრაობს,
ვმოძრაობთ,
მოძრაობთ,
მოძრაობენ,
fut2
ვიმოძრავებ,
იმოძრავებ,
იმოძრავებს,
ვიმოძრავებთ,
იმოძრავებთ,
იმოძრავებენ,
fut2_prfv
ამოვიმოძრავებ,
ამოიმოძრავებ,
ამოიმოძრავებს,
ამოვიმოძრავებთ,
ამოიმოძრავებთ,
ამოიმოძრავებენ,
impf
ვმოძრაობდი,
მოძრაობდი,
მოძრაობდა,
ვმოძრაობდით,
მოძრაობდით,
მოძრაობდნენ,
cond2
ვიმოძრავებდი,
იმოძრავებდი,
იმოძრავებდა,
ვიმოძრავებდით,
იმოძრავებდით,
იმოძრავებდნენ,
cond2_prfv
ამოვიმოძრავებდი,
ამოიმოძრავებდი,
ამოიმოძრავებდა,
ამოვიმოძრავებდით,
ამოიმოძრავებდით,
ამოიმოძრავებდნენ,
subj
ვმოძრაობდე,
მოძრაობდე,
მოძრაობდეს,
ვმოძრაობდეთ,
მოძრაობდეთ,
მოძრაობდნენ,
fut2_subj
ვიმოძრავებდე,
იმოძრავებდე,
იმოძრავებდეს,
ვიმოძრავებდეთ,
იმოძრავებდეთ,
იმოძრავებდნენ,
fut2_subj_prfv
ამოვიმოძრავებდე,
ამოიმოძრავებდე,
ამოიმოძრავებდეს,
ამოვიმოძრავებდეთ,
ამოიმოძრავებდეთ,
ამოიმოძრავებდნენ,
aor2
ვიმოძრავე,
იმოძრავე,
იმოძრავა,
ვიმოძრავეთ,
იმოძრავეთ,
იმოძრავეს,
aor2_prfv
ამოვიმოძრავე,
ამოიმოძრავე,
ამოიმოძრავა,
ამოვიმოძრავეთ,
ამოიმოძრავეთ,
ამოიმოძრავეს,
IIsubj2
ვიმოძრაო,
იმოძრაო,
იმოძრაოს,
ვიმოძრაოთ,
იმოძრაოთ,
იმოძრაონ,
IIsubj2_prfv
ამოვიმოძრაო,
ამოიმოძრაო,
ამოიმოძრაოს,
ამოვიმოძრაოთ,
ამოიმოძრაოთ,
ამოიმოძრაონ,
Iturm
მიმოძრავია,
გიმოძრავია,
უმოძრავია,
გვიმოძრავია,
გიმოძრავიათ,
უმოძრავიათ,
Iturm_prfv
ამომიმოძრავია,
ამოგიმოძრავია,
ამოუმოძრავია,
ამოგვიმოძრავია,
ამოგიმოძრავიათ,
ამოუმოძრავიათ,
IIturm
მემოძრავა,
გემოძრავა,
ემოძრავა,
გვემოძრავა,
გემოძრავათ,
ემოძრავათ,
IIturm_prfv
ამომემოძრავა,
ამოგემოძრავა,
ამოემოძრავა,
ამოგვემოძრავა,
ამოგემოძრავათ,
ამოემოძრავათ,
IIIsubj
მემოძრაოს,
გემოძრაოს,
ემოძრაოს,
გვემოძრაოს,
გემოძრაოთ,
ემოძრაოთ,
IIIsubj_prfv
ამომემოძრაოს,
ამოგემოძრაოს,
ამოემოძრაოს,
ამოგვემოძრაოს,
ამოგემოძრაოთ,
ამოემოძრაოთ,
