pres
ვყვინთავ,
ყვინთავ,
ყვინთავს,
ვყვინთავთ,
ყვინთავთ,
ყვინთავენ,
fut
განვყვინთავ,
განყვინთავ,
განყვინთავს,
განვყვინთავთ,
განყვინთავთ,
განყვინთავენ,
impf
ვყვინთავდი,
ყვინთავდი,
ყვინთავდა,
ვყვინთავდით,
ყვინთავდით,
ყვინთავდნენ,
cond
განვყვინთავდი,
განყვინთავდი,
განყვინთავდა,
განვყვინთავდით,
განყვინთავდით,
განყვინთავდნენ,
subj
ვყვინთავდე,
ყვინთავდე,
ყვინთავდეს,
ვყვინთავდეთ,
ყვინთავდეთ,
ყვინთავდნენ,
fut_subj
განვყვინთავდე,
განყვინთავდე,
განყვინთავდეს,
განვყვინთავდეთ,
განყვინთავდეთ,
განყვინთავდნენ,
aor
ვყვინთე,
ყვინთე,
ყვინთა,
ვყვინთეთ,
ყვინთეთ,
ყვინთეს,
aor_prfv
განვყვინთე,
განყვინთე,
განყვინთა,
განვყვინთეთ,
განყვინთეთ,
განყვინთეს,
IIsubj
ვყვინთო,
ყვინთო,
ყვინთოს,
ვყვინთოთ,
ყვინთოთ,
ყვინთონ,
IIsubj_prfv
განვყვინთო,
განყვინთო,
განყვინთოს,
განვყვინთოთ,
განყვინთოთ,
განყვინთონ,
Iturm
მიყვინთია,
გიყვინთია,
უყვინთია,
გვიყვინთია,
გიყვინთიათ,
უყვინთიათ,
Iturm_prfv
განმიყვინთია,
განგიყვინთია,
განუყვინთია,
განგვიყვინთია,
განგიყვინთიათ,
განუყვინთიათ,
Iturm_th
მიყვინთავს,
გიყვინთავს,
უყვინთავს,
გვიყვინთავს,
გიყვინთავთ,
უყვინთავთ,
Iturm_th_prfv
განმიყვინთავს,
განგიყვინთავს,
განუყვინთავს,
განგვიყვინთავს,
განგიყვინთავთ,
განუყვინთავთ,
IIturm
მეყვინთა,
გეყვინთა,
ეყვინთა,
გვეყვინთა,
გეყვინთათ,
ეყვინთათ,
IIturm_prfv
განმეყვინთა,
განგეყვინთა,
განეყვინთა,
განგვეყვინთა,
განგეყვინთათ,
განეყვინთათ,
IIIsubj
მეყვინთოს,
გეყვინთოს,
ეყვინთოს,
გვეყვინთოს,
გეყვინთოთ,
ეყვინთოთ,
IIIsubj_prfv
განმეყვინთოს,
განგეყვინთოს,
განეყვინთოს,
განგვეყვინთოს,
განგეყვინთოთ,
განეყვინთოთ,
