pres
ვწუხვარ,
წუხხარ,
წუხს,
ვწუხვართ,
წუხხართ,
წუხან,
fut2
ვიწუხებ,
იწუხებ,
იწუხებს,
ვიწუხებთ,
იწუხებთ,
იწუხებენ,
impf
ვწუხდი,
წუხდი,
წუხდა,
ვწუხდით,
წუხდით,
წუხდნენ,
cond2
ვიწუხებდი,
იწუხებდი,
იწუხებდა,
ვიწუხებდით,
იწუხებდით,
იწუხებდნენ,
subj
ვწუხდე,
წუხდე,
წუხდეს,
ვწუხდეთ,
წუხდეთ,
წუხდნენ,
fut2_subj
ვიწუხებდე,
იწუხებდე,
იწუხებდეს,
ვიწუხებდეთ,
იწუხებდეთ,
იწუხებდნენ,
Iturm
მიწუხია,
გიწუხია,
უწუხია,
გვიწუხია,
გიწუხიათ,
უწუხიათ,
IIturm
მეწუხა,
გეწუხა,
ეწუხა,
გვეწუხა,
გეწუხათ,
ეწუხათ,
IIIsubj
მეწუხოს,
გეწუხოს,
ეწუხოს,
გვეწუხოს,
გეწუხოთ,
ეწუხოთ,
