pres
ვჩურჩულებ,
ჩურჩულებ,
ჩურჩულებს,
ვჩურჩულებთ,
ჩურჩულებთ,
ჩურჩულებენ,
fut2
ვიჩურჩულებ,
იჩურჩულებ,
იჩურჩულებს,
ვიჩურჩულებთ,
იჩურჩულებთ,
იჩურჩულებენ,
fut2_prfv
გარდავიჩურჩულებ,
გარდაიჩურჩულებ,
გარდაიჩურჩულებს,
გარდავიჩურჩულებთ,
გარდაიჩურჩულებთ,
გარდაიჩურჩულებენ,
impf
ვჩურჩულებდი,
ჩურჩულებდი,
ჩურჩულებდა,
ვჩურჩულებდით,
ჩურჩულებდით,
ჩურჩულებდნენ,
cond2
ვიჩურჩულებდი,
იჩურჩულებდი,
იჩურჩულებდა,
ვიჩურჩულებდით,
იჩურჩულებდით,
იჩურჩულებდნენ,
cond2_prfv
გარდავიჩურჩულებდი,
გარდაიჩურჩულებდი,
გარდაიჩურჩულებდა,
გარდავიჩურჩულებდით,
გარდაიჩურჩულებდით,
გარდაიჩურჩულებდნენ,
subj
ვჩურჩულებდე,
ჩურჩულებდე,
ჩურჩულებდეს,
ვჩურჩულებდეთ,
ჩურჩულებდეთ,
ჩურჩულებდნენ,
fut2_subj
ვიჩურჩულებდე,
იჩურჩულებდე,
იჩურჩულებდეს,
ვიჩურჩულებდეთ,
იჩურჩულებდეთ,
იჩურჩულებდნენ,
fut2_subj_prfv
გარდავიჩურჩულებდე,
გარდაიჩურჩულებდე,
გარდაიჩურჩულებდეს,
გარდავიჩურჩულებდეთ,
გარდაიჩურჩულებდეთ,
გარდაიჩურჩულებდნენ,
aor2
ვიჩურჩულე,
იჩურჩულე,
იჩურჩულა,
ვიჩურჩულეთ,
იჩურჩულეთ,
იჩურჩულეს,
aor2_prfv
გარდავიჩურჩულე,
გარდაიჩურჩულე,
გარდაიჩურჩულა,
გარდავიჩურჩულეთ,
გარდაიჩურჩულეთ,
გარდაიჩურჩულეს,
IIsubj2
ვიჩურჩულო,
იჩურჩულო,
იჩურჩულოს,
ვიჩურჩულოთ,
იჩურჩულოთ,
იჩურჩულონ,
IIsubj2_prfv
გარდავიჩურჩულო,
გარდაიჩურჩულო,
გარდაიჩურჩულოს,
გარდავიჩურჩულოთ,
გარდაიჩურჩულოთ,
გარდაიჩურჩულონ,
Iturm
მიჩურჩულია,
გიჩურჩულია,
უჩურჩულია,
გვიჩურჩულია,
გიჩურჩულიათ,
უჩურჩულიათ,
Iturm_prfv
გარდამიჩურჩულია,
გარდაგიჩურჩულია,
გარდაუჩურჩულია,
გარდაგვიჩურჩულია,
გარდაგიჩურჩულიათ,
გარდაუჩურჩულიათ,
IIturm
მეჩურჩულა,
გეჩურჩულა,
ეჩურჩულა,
გვეჩურჩულა,
გეჩურჩულათ,
ეჩურჩულათ,
IIturm_prfv
გარდამეჩურჩულა,
გარდაგეჩურჩულა,
გარდაეჩურჩულა,
გარდაგვეჩურჩულა,
გარდაგეჩურჩულათ,
გარდაეჩურჩულათ,
IIIsubj
მეჩურჩულოს,
გეჩურჩულოს,
ეჩურჩულოს,
გვეჩურჩულოს,
გეჩურჩულოთ,
ეჩურჩულოთ,
IIIsubj_prfv
გარდამეჩურჩულოს,
გარდაგეჩურჩულოს,
გარდაეჩურჩულოს,
გარდაგვეჩურჩულოს,
გარდაგეჩურჩულოთ,
გარდაეჩურჩულოთ,
