pres
ვყვირი,
ყვირი,
ყვირის,
ვყვირით,
ყვირით,
ყვირიან,
fut2
ვიყვირებ,
იყვირებ,
იყვირებს,
ვიყვირებთ,
იყვირებთ,
იყვირებენ,
fut2_prfv
წავიყვირებ,
წაიყვირებ,
წაიყვირებს,
წავიყვირებთ,
წაიყვირებთ,
წაიყვირებენ,
impf
ვყვიროდი,
ყვიროდი,
ყვიროდა,
ვყვიროდით,
ყვიროდით,
ყვიროდნენ,
cond2
ვიყვირებდი,
იყვირებდი,
იყვირებდა,
ვიყვირებდით,
იყვირებდით,
იყვირებდნენ,
cond2_prfv
წავიყვირებდი,
წაიყვირებდი,
წაიყვირებდა,
წავიყვირებდით,
წაიყვირებდით,
წაიყვირებდნენ,
subj
ვყვიროდე,
ყვიროდე,
ყვიროდეს,
ვყვიროდეთ,
ყვიროდეთ,
ყვიროდნენ,
fut2_subj
ვიყვირებდე,
იყვირებდე,
იყვირებდეს,
ვიყვირებდეთ,
იყვირებდეთ,
იყვირებდნენ,
fut2_subj_prfv
წავიყვირებდე,
წაიყვირებდე,
წაიყვირებდეს,
წავიყვირებდეთ,
წაიყვირებდეთ,
წაიყვირებდნენ,
aor2
ვიყვირე,
იყვირე,
იყვირა,
ვიყვირეთ,
იყვირეთ,
იყვირეს,
aor2_prfv
წავიყვირე,
წაიყვირე,
წაიყვირა,
წავიყვირეთ,
წაიყვირეთ,
წაიყვირეს,
IIsubj2
ვიყვირო,
იყვირო,
იყვიროს,
ვიყვიროთ,
იყვიროთ,
იყვირონ,
IIsubj2_prfv
წავიყვირო,
წაიყვირო,
წაიყვიროს,
წავიყვიროთ,
წაიყვიროთ,
წაიყვირონ,
Iturm
მიყვირია,
გიყვირია,
უყვირია,
გვიყვირია,
გიყვირიათ,
უყვირიათ,
Iturm_prfv
წამიყვირია,
წაგიყვირია,
წაუყვირია,
წაგვიყვირია,
წაგიყვირიათ,
წაუყვირიათ,
IIturm
მეყვირა,
გეყვირა,
ეყვირა,
გვეყვირა,
გეყვირათ,
ეყვირათ,
IIturm_prfv
წამეყვირა,
წაგეყვირა,
წაეყვირა,
წაგვეყვირა,
წაგეყვირათ,
წაეყვირათ,
IIIsubj
მეყვიროს,
გეყვიროს,
ეყვიროს,
გვეყვიროს,
გეყვიროთ,
ეყვიროთ,
IIIsubj_prfv
წამეყვიროს,
წაგეყვიროს,
წაეყვიროს,
წაგვეყვიროს,
წაგეყვიროთ,
წაეყვიროთ,
