fut2
ვიძინებ,
იძინებ,
იძინებს,
ვიძინებთ,
იძინებთ,
იძინებენ,
fut2_prfv
დავიძინებ,
დაიძინებ,
დაიძინებს,
დავიძინებთ,
დაიძინებთ,
დაიძინებენ,
cond2
ვიძინებდი,
იძინებდი,
იძინებდა,
ვიძინებდით,
იძინებდით,
იძინებდნენ,
cond2_prfv
დავიძინებდი,
დაიძინებდი,
დაიძინებდა,
დავიძინებდით,
დაიძინებდით,
დაიძინებდნენ,
fut2_subj
ვიძინებდე,
იძინებდე,
იძინებდეს,
ვიძინებდეთ,
იძინებდეთ,
იძინებდნენ,
fut2_subj_prfv
დავიძინებდე,
დაიძინებდე,
დაიძინებდეს,
დავიძინებდეთ,
დაიძინებდეთ,
დაიძინებდნენ,
aor2
ვიძინე,
იძინე,
იძინა,
ვიძინეთ,
იძინეთ,
იძინეს,
aor2_prfv
დავიძინე,
დაიძინე,
დაიძინა,
დავიძინეთ,
დაიძინეთ,
დაიძინეს,
IIsubj2
ვიძინო,
იძინო,
იძინოს,
ვიძინოთ,
იძინოთ,
იძინონ,
IIsubj2_prfv
დავიძინო,
დაიძინო,
დაიძინოს,
დავიძინოთ,
დაიძინოთ,
დაიძინონ,
Iturm
მიძინია,
გიძინია,
უძინია,
გვიძინია,
გიძინიათ,
უძინიათ,
Iturm_prfv
დამიძინია,
დაგიძინია,
დაუძინია,
დაგვიძინია,
დაგიძინიათ,
დაუძინიათ,
IIturm
მეძინა,
გეძინა,
ეძინა,
გვეძინა,
გეძინათ,
ეძინათ,
IIturm_prfv
დამეძინა,
დაგეძინა,
დაეძინა,
დაგვეძინა,
დაგეძინათ,
დაეძინათ,
IIIsubj
მეძინოს,
გეძინოს,
ეძინოს,
გვეძინოს,
გეძინოთ,
ეძინოთ,
IIIsubj_prfv
დამეძინოს,
დაგეძინოს,
დაეძინოს,
დაგვეძინოს,
დაგეძინოთ,
დაეძინოთ,
