pres
ვყვინთავ,
ყვინთავ,
ყვინთავს,
ვყვინთავთ,
ყვინთავთ,
ყვინთავენ,
fut
გადავყვინთავ,
გადაყვინთავ,
გადაყვინთავს,
გადავყვინთავთ,
გადაყვინთავთ,
გადაყვინთავენ,
impf
ვყვინთავდი,
ყვინთავდი,
ყვინთავდა,
ვყვინთავდით,
ყვინთავდით,
ყვინთავდნენ,
cond
გადავყვინთავდი,
გადაყვინთავდი,
გადაყვინთავდა,
გადავყვინთავდით,
გადაყვინთავდით,
გადაყვინთავდნენ,
subj
ვყვინთავდე,
ყვინთავდე,
ყვინთავდეს,
ვყვინთავდეთ,
ყვინთავდეთ,
ყვინთავდნენ,
fut_subj
გადავყვინთავდე,
გადაყვინთავდე,
გადაყვინთავდეს,
გადავყვინთავდეთ,
გადაყვინთავდეთ,
გადაყვინთავდნენ,
aor
ვყვინთე,
ყვინთე,
ყვინთა,
ვყვინთეთ,
ყვინთეთ,
ყვინთეს,
aor_prfv
გადავყვინთე,
გადაყვინთე,
გადაყვინთა,
გადავყვინთეთ,
გადაყვინთეთ,
გადაყვინთეს,
IIsubj
ვყვინთო,
ყვინთო,
ყვინთოს,
ვყვინთოთ,
ყვინთოთ,
ყვინთონ,
IIsubj_prfv
გადავყვინთო,
გადაყვინთო,
გადაყვინთოს,
გადავყვინთოთ,
გადაყვინთოთ,
გადაყვინთონ,
Iturm
მიყვინთია,
გიყვინთია,
უყვინთია,
გვიყვინთია,
გიყვინთიათ,
უყვინთიათ,
Iturm_prfv
გადამიყვინთია,
გადაგიყვინთია,
გადაუყვინთია,
გადაგვიყვინთია,
გადაგიყვინთიათ,
გადაუყვინთიათ,
Iturm_th
მიყვინთავს,
გიყვინთავს,
უყვინთავს,
გვიყვინთავს,
გიყვინთავთ,
უყვინთავთ,
Iturm_th_prfv
გადამიყვინთავს,
გადაგიყვინთავს,
გადაუყვინთავს,
გადაგვიყვინთავს,
გადაგიყვინთავთ,
გადაუყვინთავთ,
IIturm
მეყვინთა,
გეყვინთა,
ეყვინთა,
გვეყვინთა,
გეყვინთათ,
ეყვინთათ,
IIturm_prfv
გადამეყვინთა,
გადაგეყვინთა,
გადაეყვინთა,
გადაგვეყვინთა,
გადაგეყვინთათ,
გადაეყვინთათ,
IIIsubj
მეყვინთოს,
გეყვინთოს,
ეყვინთოს,
გვეყვინთოს,
გეყვინთოთ,
ეყვინთოთ,
IIIsubj_prfv
გადამეყვინთოს,
გადაგეყვინთოს,
გადაეყვინთოს,
გადაგვეყვინთოს,
გადაგეყვინთოთ,
გადაეყვინთოთ,
