pres
ვლოცულობ,
ლოცულობ,
ლოცულობს,
ვლოცულობთ,
ლოცულობთ,
ლოცულობენ,
fut2
ვილოცებ,
ილოცებ,
ილოცებს,
ვილოცებთ,
ილოცებთ,
ილოცებენ,
impf
ვლოცულობდი,
ლოცულობდი,
ლოცულობდა,
ვლოცულობდით,
ლოცულობდით,
ლოცულობდნენ,
cond2
ვილოცებდი,
ილოცებდი,
ილოცებდა,
ვილოცებდით,
ილოცებდით,
ილოცებდნენ,
subj
ვლოცულობდე,
ლოცულობდე,
ლოცულობდეს,
ვლოცულობდეთ,
ლოცულობდეთ,
ლოცულობდნენ,
fut2_subj
ვილოცებდე,
ილოცებდე,
ილოცებდეს,
ვილოცებდეთ,
ილოცებდეთ,
ილოცებდნენ,
aor2
ვილოცე,
ილოცე,
ილოცა,
ვილოცეთ,
ილოცეთ,
ილოცეს,
IIsubj2
ვილოცო,
ილოცო,
ილოცოს,
ვილოცოთ,
ილოცოთ,
ილოცონ,
Iturm
მილოცია,
გილოცია,
ულოცია,
გვილოცია,
გილოციათ,
ულოციათ,
IIturm
მელოცა,
გელოცა,
ელოცა,
გველოცა,
გელოცათ,
ელოცათ,
IIIsubj
მელოცოს,
გელოცოს,
ელოცოს,
გველოცოს,
გელოცოთ,
ელოცოთ,
