fut2
ვამთქნარებ,
ამთქნარებ,
ამთქნარებს,
ვამთქნარებთ,
ამთქნარებთ,
ამთქნარებენ,
fut2_prfv
აღმოვამთქნარებ,
აღმოამთქნარებ,
აღმოამთქნარებს,
აღმოვამთქნარებთ,
აღმოამთქნარებთ,
აღმოამთქნარებენ,
cond2
ვამთქნარებდი,
ამთქნარებდი,
ამთქნარებდა,
ვამთქნარებდით,
ამთქნარებდით,
ამთქნარებდნენ,
cond2_prfv
აღმოვამთქნარებდი,
აღმოამთქნარებდი,
აღმოამთქნარებდა,
აღმოვამთქნარებდით,
აღმოამთქნარებდით,
აღმოამთქნარებდნენ,
fut2_subj
ვამთქნარებდე,
ამთქნარებდე,
ამთქნარებდეს,
ვამთქნარებდეთ,
ამთქნარებდეთ,
ამთქნარებდნენ,
fut2_subj_prfv
აღმოვამთქნარებდე,
აღმოამთქნარებდე,
აღმოამთქნარებდეს,
აღმოვამთქნარებდეთ,
აღმოამთქნარებდეთ,
აღმოამთქნარებდნენ,
aor2
ვამთქნარე,
ამთქნარე,
ამთქნარა,
ვამთქნარეთ,
ამთქნარეთ,
ამთქნარეს,
aor2_prfv
აღმოვამთქნარე,
აღმოამთქნარე,
აღმოამთქნარა,
აღმოვამთქნარეთ,
აღმოამთქნარეთ,
აღმოამთქნარეს,
IIsubj2
ვამთქნარო,
ამთქნარო,
ამთქნაროს,
ვამთქნაროთ,
ამთქნაროთ,
ამთქნარონ,
IIsubj2_prfv
აღმოვამთქნარო,
აღმოამთქნარო,
აღმოამთქნაროს,
აღმოვამთქნაროთ,
აღმოამთქნაროთ,
აღმოამთქნარონ,
Iturm
მიმთქნარებია,
გიმთქნარებია,
უმთქნარებია,
გვიმთქნარებია,
გიმთქნარებიათ,
უმთქნარებიათ,
Iturm_prfv
აღმომიმთქნარებია,
აღმოგიმთქნარებია,
აღმოუმთქნარებია,
აღმოგვიმთქნარებია,
აღმოგიმთქნარებიათ,
აღმოუმთქნარებიათ,
IIturm
მემთქნარებინა,
გემთქნარებინა,
ემთქნარებინა,
გვემთქნარებინა,
გემთქნარებინათ,
ემთქნარებინათ,
IIturm_prfv
აღმომემთქნარებინა,
აღმოგემთქნარებინა,
აღმოემთქნარებინა,
აღმოგვემთქნარებინა,
აღმოგემთქნარებინათ,
აღმოემთქნარებინათ,
IIIsubj
მემთქნარებინოს,
გემთქნარებინოს,
ემთქნარებინოს,
გვემთქნარებინოს,
გემთქნარებინოთ,
ემთქნარებინოთ,
IIIsubj_prfv
აღმომემთქნარებინოს,
აღმოგემთქნარებინოს,
აღმოემთქნარებინოს,
აღმოგვემთქნარებინოს,
აღმოგემთქნარებინოთ,
აღმოემთქნარებინოთ,
