pres
ვმოძრაობ,
მოძრაობ,
მოძრაობს,
ვმოძრაობთ,
მოძრაობთ,
მოძრაობენ,
fut2
ვიმოძრავებ,
იმოძრავებ,
იმოძრავებს,
ვიმოძრავებთ,
იმოძრავებთ,
იმოძრავებენ,
fut2_prfv
განვიმოძრავებ,
განიმოძრავებ,
განიმოძრავებს,
განვიმოძრავებთ,
განიმოძრავებთ,
განიმოძრავებენ,
impf
ვმოძრაობდი,
მოძრაობდი,
მოძრაობდა,
ვმოძრაობდით,
მოძრაობდით,
მოძრაობდნენ,
cond2
ვიმოძრავებდი,
იმოძრავებდი,
იმოძრავებდა,
ვიმოძრავებდით,
იმოძრავებდით,
იმოძრავებდნენ,
cond2_prfv
განვიმოძრავებდი,
განიმოძრავებდი,
განიმოძრავებდა,
განვიმოძრავებდით,
განიმოძრავებდით,
განიმოძრავებდნენ,
subj
ვმოძრაობდე,
მოძრაობდე,
მოძრაობდეს,
ვმოძრაობდეთ,
მოძრაობდეთ,
მოძრაობდნენ,
fut2_subj
ვიმოძრავებდე,
იმოძრავებდე,
იმოძრავებდეს,
ვიმოძრავებდეთ,
იმოძრავებდეთ,
იმოძრავებდნენ,
fut2_subj_prfv
განვიმოძრავებდე,
განიმოძრავებდე,
განიმოძრავებდეს,
განვიმოძრავებდეთ,
განიმოძრავებდეთ,
განიმოძრავებდნენ,
aor2
ვიმოძრავე,
იმოძრავე,
იმოძრავა,
ვიმოძრავეთ,
იმოძრავეთ,
იმოძრავეს,
aor2_prfv
განვიმოძრავე,
განიმოძრავე,
განიმოძრავა,
განვიმოძრავეთ,
განიმოძრავეთ,
განიმოძრავეს,
IIsubj2
ვიმოძრაო,
იმოძრაო,
იმოძრაოს,
ვიმოძრაოთ,
იმოძრაოთ,
იმოძრაონ,
IIsubj2_prfv
განვიმოძრაო,
განიმოძრაო,
განიმოძრაოს,
განვიმოძრაოთ,
განიმოძრაოთ,
განიმოძრაონ,
Iturm
მიმოძრავია,
გიმოძრავია,
უმოძრავია,
გვიმოძრავია,
გიმოძრავიათ,
უმოძრავიათ,
Iturm_prfv
განმიმოძრავია,
განგიმოძრავია,
განუმოძრავია,
განგვიმოძრავია,
განგიმოძრავიათ,
განუმოძრავიათ,
IIturm
მემოძრავა,
გემოძრავა,
ემოძრავა,
გვემოძრავა,
გემოძრავათ,
ემოძრავათ,
IIturm_prfv
განმემოძრავა,
განგემოძრავა,
განემოძრავა,
განგვემოძრავა,
განგემოძრავათ,
განემოძრავათ,
IIIsubj
მემოძრაოს,
გემოძრაოს,
ემოძრაოს,
გვემოძრაოს,
გემოძრაოთ,
ემოძრაოთ,
IIIsubj_prfv
განმემოძრაოს,
განგემოძრაოს,
განემოძრაოს,
განგვემოძრაოს,
განგემოძრაოთ,
განემოძრაოთ,
