fut2
ვიდრიკები,
იდრიკები,
იდრიკება,
ვიდრიკებით,
იდრიკებით,
იდრიკებიან,
fut2_prfv
მოვიდრიკები,
მოიდრიკები,
მოიდრიკება,
მოვიდრიკებით,
მოიდრიკებით,
მოიდრიკებიან,
cond2
ვიდრიკებოდი,
იდრიკებოდი,
იდრიკებოდა,
ვიდრიკებოდით,
იდრიკებოდით,
იდრიკებოდნენ,
cond2_prfv
მოვიდრიკებოდი,
მოიდრიკებოდი,
მოიდრიკებოდა,
მოვიდრიკებოდით,
მოიდრიკებოდით,
მოიდრიკებოდნენ,
fut2_subj
ვიდრიკებოდე,
იდრიკებოდე,
იდრიკებოდეს,
ვიდრიკებოდეთ,
იდრიკებოდეთ,
იდრიკებოდნენ,
fut2_subj_prfv
მოვიდრიკებოდე,
მოიდრიკებოდე,
მოიდრიკებოდეს,
მოვიდრიკებოდეთ,
მოიდრიკებოდეთ,
მოიდრიკებოდნენ,
aor2
ვიდრიკე,
იდრიკე,
იდრიკა,
ვიდრიკეთ,
იდრიკეთ,
იდრიკნენ,
aor2_prfv
მოვიდრიკე,
მოიდრიკე,
მოიდრიკა,
მოვიდრიკეთ,
მოიდრიკეთ,
მოიდრიკნენ,
IIsubj2
ვიდრიკო,
იდრიკო,
იდრიკოს,
ვიდრიკოთ,
იდრიკოთ,
იდრიკონ,
IIsubj2_prfv
მოვიდრიკო,
მოიდრიკო,
მოიდრიკოს,
მოვიდრიკოთ,
მოიდრიკოთ,
მოიდრიკონ,
Iturm
ვდრეკილვარ,
დრეკილხარ,
დრეკილა,
ვდრეკილვართ,
დრეკილხართ,
დრეკილან,
Iturm_prfv
მოვდრეკილვარ,
მოდრეკილხარ,
მოდრეკილა,
მოვდრეკილვართ,
მოდრეკილხართ,
მოდრეკილან,
IIturm
ვდრეკილიყავი,
დრეკილიყავი,
დრეკილიყო,
ვდრეკილიყავით,
დრეკილიყავით,
დრეკილიყვნენ,
IIturm_prfv
მოვდრეკილიყავი,
მოდრეკილიყავი,
მოდრეკილიყო,
მოვდრეკილიყავით,
მოდრეკილიყავით,
მოდრეკილიყვნენ,
IIIsubj
ვდრეკილიყო,
დრეკილიყო,
დრეკილიყოს,
ვდრეკილიყოთ,
დრეკილიყოთ,
დრეკილიყონ,
IIIsubj_prfv
მოვდრეკილიყო,
მოდრეკილიყო,
მოდრეკილიყოს,
მოვდრეკილიყოთ,
მოდრეკილიყოთ,
მოდრეკილიყონ,
