pres
ვყვირი,
ყვირი,
ყვირის,
ვყვირით,
ყვირით,
ყვირიან,
fut2
ვიყვირებ,
იყვირებ,
იყვირებს,
ვიყვირებთ,
იყვირებთ,
იყვირებენ,
fut2_prfv
მიმოვიყვირებ,
მიმოიყვირებ,
მიმოიყვირებს,
მიმოვიყვირებთ,
მიმოიყვირებთ,
მიმოიყვირებენ,
impf
ვყვიროდი,
ყვიროდი,
ყვიროდა,
ვყვიროდით,
ყვიროდით,
ყვიროდნენ,
cond2
ვიყვირებდი,
იყვირებდი,
იყვირებდა,
ვიყვირებდით,
იყვირებდით,
იყვირებდნენ,
cond2_prfv
მიმოვიყვირებდი,
მიმოიყვირებდი,
მიმოიყვირებდა,
მიმოვიყვირებდით,
მიმოიყვირებდით,
მიმოიყვირებდნენ,
subj
ვყვიროდე,
ყვიროდე,
ყვიროდეს,
ვყვიროდეთ,
ყვიროდეთ,
ყვიროდნენ,
fut2_subj
ვიყვირებდე,
იყვირებდე,
იყვირებდეს,
ვიყვირებდეთ,
იყვირებდეთ,
იყვირებდნენ,
fut2_subj_prfv
მიმოვიყვირებდე,
მიმოიყვირებდე,
მიმოიყვირებდეს,
მიმოვიყვირებდეთ,
მიმოიყვირებდეთ,
მიმოიყვირებდნენ,
aor2
ვიყვირე,
იყვირე,
იყვირა,
ვიყვირეთ,
იყვირეთ,
იყვირეს,
aor2_prfv
მიმოვიყვირე,
მიმოიყვირე,
მიმოიყვირა,
მიმოვიყვირეთ,
მიმოიყვირეთ,
მიმოიყვირეს,
IIsubj2
ვიყვირო,
იყვირო,
იყვიროს,
ვიყვიროთ,
იყვიროთ,
იყვირონ,
IIsubj2_prfv
მიმოვიყვირო,
მიმოიყვირო,
მიმოიყვიროს,
მიმოვიყვიროთ,
მიმოიყვიროთ,
მიმოიყვირონ,
Iturm
მიყვირია,
გიყვირია,
უყვირია,
გვიყვირია,
გიყვირიათ,
უყვირიათ,
Iturm_prfv
მიმომიყვირია,
მიმოგიყვირია,
მიმოუყვირია,
მიმოგვიყვირია,
მიმოგიყვირიათ,
მიმოუყვირიათ,
IIturm
მეყვირა,
გეყვირა,
ეყვირა,
გვეყვირა,
გეყვირათ,
ეყვირათ,
IIturm_prfv
მიმომეყვირა,
მიმოგეყვირა,
მიმოეყვირა,
მიმოგვეყვირა,
მიმოგეყვირათ,
მიმოეყვირათ,
IIIsubj
მეყვიროს,
გეყვიროს,
ეყვიროს,
გვეყვიროს,
გეყვიროთ,
ეყვიროთ,
IIIsubj_prfv
მიმომეყვიროს,
მიმოგეყვიროს,
მიმოეყვიროს,
მიმოგვეყვიროს,
მიმოგეყვიროთ,
მიმოეყვიროთ,
