pres
ვყვირი,
ყვირი,
ყვირის,
ვყვირით,
ყვირით,
ყვირიან,
fut2
ვიყვირებ,
იყვირებ,
იყვირებს,
ვიყვირებთ,
იყვირებთ,
იყვირებენ,
fut2_prfv
განმოვიყვირებ,
განმოიყვირებ,
განმოიყვირებს,
განმოვიყვირებთ,
განმოიყვირებთ,
განმოიყვირებენ,
impf
ვყვიროდი,
ყვიროდი,
ყვიროდა,
ვყვიროდით,
ყვიროდით,
ყვიროდნენ,
cond2
ვიყვირებდი,
იყვირებდი,
იყვირებდა,
ვიყვირებდით,
იყვირებდით,
იყვირებდნენ,
cond2_prfv
განმოვიყვირებდი,
განმოიყვირებდი,
განმოიყვირებდა,
განმოვიყვირებდით,
განმოიყვირებდით,
განმოიყვირებდნენ,
subj
ვყვიროდე,
ყვიროდე,
ყვიროდეს,
ვყვიროდეთ,
ყვიროდეთ,
ყვიროდნენ,
fut2_subj
ვიყვირებდე,
იყვირებდე,
იყვირებდეს,
ვიყვირებდეთ,
იყვირებდეთ,
იყვირებდნენ,
fut2_subj_prfv
განმოვიყვირებდე,
განმოიყვირებდე,
განმოიყვირებდეს,
განმოვიყვირებდეთ,
განმოიყვირებდეთ,
განმოიყვირებდნენ,
aor2
ვიყვირე,
იყვირე,
იყვირა,
ვიყვირეთ,
იყვირეთ,
იყვირეს,
aor2_prfv
განმოვიყვირე,
განმოიყვირე,
განმოიყვირა,
განმოვიყვირეთ,
განმოიყვირეთ,
განმოიყვირეს,
IIsubj2
ვიყვირო,
იყვირო,
იყვიროს,
ვიყვიროთ,
იყვიროთ,
იყვირონ,
IIsubj2_prfv
განმოვიყვირო,
განმოიყვირო,
განმოიყვიროს,
განმოვიყვიროთ,
განმოიყვიროთ,
განმოიყვირონ,
Iturm
მიყვირია,
გიყვირია,
უყვირია,
გვიყვირია,
გიყვირიათ,
უყვირიათ,
Iturm_prfv
განმომიყვირია,
განმოგიყვირია,
განმოუყვირია,
განმოგვიყვირია,
განმოგიყვირიათ,
განმოუყვირიათ,
IIturm
მეყვირა,
გეყვირა,
ეყვირა,
გვეყვირა,
გეყვირათ,
ეყვირათ,
IIturm_prfv
განმომეყვირა,
განმოგეყვირა,
განმოეყვირა,
განმოგვეყვირა,
განმოგეყვირათ,
განმოეყვირათ,
IIIsubj
მეყვიროს,
გეყვიროს,
ეყვიროს,
გვეყვიროს,
გეყვიროთ,
ეყვიროთ,
IIIsubj_prfv
განმომეყვიროს,
განმოგეყვიროს,
განმოეყვიროს,
განმოგვეყვიროს,
განმოგეყვიროთ,
განმოეყვიროთ,
