pres
ვმოძრაობ,
მოძრაობ,
მოძრაობს,
ვმოძრაობთ,
მოძრაობთ,
მოძრაობენ,
fut2
ვიმოძრავებ,
იმოძრავებ,
იმოძრავებს,
ვიმოძრავებთ,
იმოძრავებთ,
იმოძრავებენ,
fut2_prfv
შევიმოძრავებ,
შეიმოძრავებ,
შეიმოძრავებს,
შევიმოძრავებთ,
შეიმოძრავებთ,
შეიმოძრავებენ,
impf
ვმოძრაობდი,
მოძრაობდი,
მოძრაობდა,
ვმოძრაობდით,
მოძრაობდით,
მოძრაობდნენ,
cond2
ვიმოძრავებდი,
იმოძრავებდი,
იმოძრავებდა,
ვიმოძრავებდით,
იმოძრავებდით,
იმოძრავებდნენ,
cond2_prfv
შევიმოძრავებდი,
შეიმოძრავებდი,
შეიმოძრავებდა,
შევიმოძრავებდით,
შეიმოძრავებდით,
შეიმოძრავებდნენ,
subj
ვმოძრაობდე,
მოძრაობდე,
მოძრაობდეს,
ვმოძრაობდეთ,
მოძრაობდეთ,
მოძრაობდნენ,
fut2_subj
ვიმოძრავებდე,
იმოძრავებდე,
იმოძრავებდეს,
ვიმოძრავებდეთ,
იმოძრავებდეთ,
იმოძრავებდნენ,
fut2_subj_prfv
შევიმოძრავებდე,
შეიმოძრავებდე,
შეიმოძრავებდეს,
შევიმოძრავებდეთ,
შეიმოძრავებდეთ,
შეიმოძრავებდნენ,
aor2
ვიმოძრავე,
იმოძრავე,
იმოძრავა,
ვიმოძრავეთ,
იმოძრავეთ,
იმოძრავეს,
aor2_prfv
შევიმოძრავე,
შეიმოძრავე,
შეიმოძრავა,
შევიმოძრავეთ,
შეიმოძრავეთ,
შეიმოძრავეს,
IIsubj2
ვიმოძრაო,
იმოძრაო,
იმოძრაოს,
ვიმოძრაოთ,
იმოძრაოთ,
იმოძრაონ,
IIsubj2_prfv
შევიმოძრაო,
შეიმოძრაო,
შეიმოძრაოს,
შევიმოძრაოთ,
შეიმოძრაოთ,
შეიმოძრაონ,
Iturm
მიმოძრავია,
გიმოძრავია,
უმოძრავია,
გვიმოძრავია,
გიმოძრავიათ,
უმოძრავიათ,
Iturm_prfv
შემიმოძრავია,
შეგიმოძრავია,
შეუმოძრავია,
შეგვიმოძრავია,
შეგიმოძრავიათ,
შეუმოძრავიათ,
IIturm
მემოძრავა,
გემოძრავა,
ემოძრავა,
გვემოძრავა,
გემოძრავათ,
ემოძრავათ,
IIturm_prfv
შემემოძრავა,
შეგემოძრავა,
შეემოძრავა,
შეგვემოძრავა,
შეგემოძრავათ,
შეემოძრავათ,
IIIsubj
მემოძრაოს,
გემოძრაოს,
ემოძრაოს,
გვემოძრაოს,
გემოძრაოთ,
ემოძრაოთ,
IIIsubj_prfv
შემემოძრაოს,
შეგემოძრაოს,
შეემოძრაოს,
შეგვემოძრაოს,
შეგემოძრაოთ,
შეემოძრაოთ,
