pres
ვბღავი,
ბღავი,
ბღავის,
ვბღავით,
ბღავით,
ბღავიან,
fut2
ვიბღავლებ,
იბღავლებ,
იბღავლებს,
ვიბღავლებთ,
იბღავლებთ,
იბღავლებენ,
fut2_prfv
წავიბღავლებ,
წაიბღავლებ,
წაიბღავლებს,
წავიბღავლებთ,
წაიბღავლებთ,
წაიბღავლებენ,
impf
ვბღაოდი,
ბღაოდი,
ბღაოდა,
ვბღაოდით,
ბღაოდით,
ბღაოდნენ,
cond2
ვიბღავლებდი,
იბღავლებდი,
იბღავლებდა,
ვიბღავლებდით,
იბღავლებდით,
იბღავლებდნენ,
cond2_prfv
წავიბღავლებდი,
წაიბღავლებდი,
წაიბღავლებდა,
წავიბღავლებდით,
წაიბღავლებდით,
წაიბღავლებდნენ,
subj
ვბღაოდე,
ბღაოდე,
ბღაოდეს,
ვბღაოდეთ,
ბღაოდეთ,
ბღაოდნენ,
fut2_subj
ვიბღავლებდე,
იბღავლებდე,
იბღავლებდეს,
ვიბღავლებდეთ,
იბღავლებდეთ,
იბღავლებდნენ,
fut2_subj_prfv
წავიბღავლებდე,
წაიბღავლებდე,
წაიბღავლებდეს,
წავიბღავლებდეთ,
წაიბღავლებდეთ,
წაიბღავლებდნენ,
aor2
ვიბღავლე,
იბღავლე,
იბღავლა,
ვიბღავლეთ,
იბღავლეთ,
იბღავლეს,
aor2_prfv
წავიბღავლე,
წაიბღავლე,
წაიბღავლა,
წავიბღავლეთ,
წაიბღავლეთ,
წაიბღავლეს,
IIsubj2
ვიბღავლო,
იბღავლო,
იბღავლოს,
ვიბღავლოთ,
იბღავლოთ,
იბღავლონ,
IIsubj2_prfv
წავიბღავლო,
წაიბღავლო,
წაიბღავლოს,
წავიბღავლოთ,
წაიბღავლოთ,
წაიბღავლონ,
Iturm
მიბღავლია,
გიბღავლია,
უბღავლია,
გვიბღავლია,
გიბღავლიათ,
უბღავლიათ,
Iturm_prfv
წამიბღავლია,
წაგიბღავლია,
წაუბღავლია,
წაგვიბღავლია,
წაგიბღავლიათ,
წაუბღავლიათ,
IIturm
მებღავლა,
გებღავლა,
ებღავლა,
გვებღავლა,
გებღავლათ,
ებღავლათ,
IIturm_prfv
წამებღავლა,
წაგებღავლა,
წაებღავლა,
წაგვებღავლა,
წაგებღავლათ,
წაებღავლათ,
IIIsubj
მებღავლოს,
გებღავლოს,
ებღავლოს,
გვებღავლოს,
გებღავლოთ,
ებღავლოთ,
IIIsubj_prfv
წამებღავლოს,
წაგებღავლოს,
წაებღავლოს,
წაგვებღავლოს,
წაგებღავლოთ,
წაებღავლოთ,
