pres
ვცეკვავ,
ცეკვავ,
ცეკვავს,
ვცეკვავთ,
ცეკვავთ,
ცეკვავენ,
fut2
ვიცეკვებ,
იცეკვებ,
იცეკვებს,
ვიცეკვებთ,
იცეკვებთ,
იცეკვებენ,
fut2_prfv
გარდამოვიცეკვებ,
გარდამოიცეკვებ,
გარდამოიცეკვებს,
გარდამოვიცეკვებთ,
გარდამოიცეკვებთ,
გარდამოიცეკვებენ,
impf
ვცეკვავდი,
ცეკვავდი,
ცეკვავდა,
ვცეკვავდით,
ცეკვავდით,
ცეკვავდნენ,
cond2
ვიცეკვებდი,
იცეკვებდი,
იცეკვებდა,
ვიცეკვებდით,
იცეკვებდით,
იცეკვებდნენ,
cond2_prfv
გარდამოვიცეკვებდი,
გარდამოიცეკვებდი,
გარდამოიცეკვებდა,
გარდამოვიცეკვებდით,
გარდამოიცეკვებდით,
გარდამოიცეკვებდნენ,
subj
ვცეკვავდე,
ცეკვავდე,
ცეკვავდეს,
ვცეკვავდეთ,
ცეკვავდეთ,
ცეკვავდნენ,
fut2_subj
ვიცეკვებდე,
იცეკვებდე,
იცეკვებდეს,
ვიცეკვებდეთ,
იცეკვებდეთ,
იცეკვებდნენ,
fut2_subj_prfv
გარდამოვიცეკვებდე,
გარდამოიცეკვებდე,
გარდამოიცეკვებდეს,
გარდამოვიცეკვებდეთ,
გარდამოიცეკვებდეთ,
გარდამოიცეკვებდნენ,
aor2
ვიცეკვე,
იცეკვე,
იცეკვა,
ვიცეკვეთ,
იცეკვეთ,
იცეკვეს,
aor2_prfv
გარდამოვიცეკვე,
გარდამოიცეკვე,
გარდამოიცეკვა,
გარდამოვიცეკვეთ,
გარდამოიცეკვეთ,
გარდამოიცეკვეს,
IIsubj2
ვიცეკვო,
იცეკვო,
იცეკვოს,
ვიცეკვოთ,
იცეკვოთ,
იცეკვონ,
IIsubj2_prfv
გარდამოვიცეკვო,
გარდამოიცეკვო,
გარდამოიცეკვოს,
გარდამოვიცეკვოთ,
გარდამოიცეკვოთ,
გარდამოიცეკვონ,
Iturm
მიცეკვია,
გიცეკვია,
უცეკვია,
გვიცეკვია,
გიცეკვიათ,
უცეკვიათ,
Iturm_prfv
გარდამომიცეკვია,
გარდამოგიცეკვია,
გარდამოუცეკვია,
გარდამოგვიცეკვია,
გარდამოგიცეკვიათ,
გარდამოუცეკვიათ,
IIturm
მეცეკვა,
გეცეკვა,
ეცეკვა,
გვეცეკვა,
გეცეკვათ,
ეცეკვათ,
IIturm_prfv
გარდამომეცეკვა,
გარდამოგეცეკვა,
გარდამოეცეკვა,
გარდამოგვეცეკვა,
გარდამოგეცეკვათ,
გარდამოეცეკვათ,
IIIsubj
მეცეკვოს,
გეცეკვოს,
ეცეკვოს,
გვეცეკვოს,
გეცეკვოთ,
ეცეკვოთ,
IIIsubj_prfv
გარდამომეცეკვოს,
გარდამოგეცეკვოს,
გარდამოეცეკვოს,
გარდამოგვეცეკვოს,
გარდამოგეცეკვოთ,
გარდამოეცეკვოთ,
