fut2
ვუჩქარებ,
უჩქარებ,
უჩქარებს,
ვუჩქარებთ,
უჩქარებთ,
უჩქარებენ,
fut2_prfv
განვუჩქარებ,
განუჩქარებ,
განუჩქარებს,
განვუჩქარებთ,
განუჩქარებთ,
განუჩქარებენ,
cond2
ვუჩქარებდი,
უჩქარებდი,
უჩქარებდა,
ვუჩქარებდით,
უჩქარებდით,
უჩქარებდნენ,
cond2_prfv
განვუჩქარებდი,
განუჩქარებდი,
განუჩქარებდა,
განვუჩქარებდით,
განუჩქარებდით,
განუჩქარებდნენ,
fut2_subj
ვუჩქარებდე,
უჩქარებდე,
უჩქარებდეს,
ვუჩქარებდეთ,
უჩქარებდეთ,
უჩქარებდნენ,
fut2_subj_prfv
განვუჩქარებდე,
განუჩქარებდე,
განუჩქარებდეს,
განვუჩქარებდეთ,
განუჩქარებდეთ,
განუჩქარებდნენ,
aor2
ვუჩქარე,
უჩქარე,
უჩქარა,
ვუჩქარეთ,
უჩქარეთ,
უჩქარეს,
aor2_prfv
განვუჩქარე,
განუჩქარე,
განუჩქარა,
განვუჩქარეთ,
განუჩქარეთ,
განუჩქარეს,
IIsubj2
ვუჩქარო,
უჩქარო,
უჩქაროს,
ვუჩქაროთ,
უჩქაროთ,
უჩქარონ,
IIsubj2_prfv
განვუჩქარო,
განუჩქარო,
განუჩქაროს,
განვუჩქაროთ,
განუჩქაროთ,
განუჩქარონ,
Iturm
მიჩქარებია,
გიჩქარებია,
უჩქარებია,
გვიჩქარებია,
გიჩქარებიათ,
უჩქარებიათ,
Iturm_prfv
განმიჩქარებია,
განგიჩქარებია,
განუჩქარებია,
განგვიჩქარებია,
განგიჩქარებიათ,
განუჩქარებიათ,
IIturm
მეჩქარებინა,
გეჩქარებინა,
ეჩქარებინა,
გვეჩქარებინა,
გეჩქარებინათ,
ეჩქარებინათ,
IIturm_prfv
განმეჩქარებინა,
განგეჩქარებინა,
განეჩქარებინა,
განგვეჩქარებინა,
განგეჩქარებინათ,
განეჩქარებინათ,
IIIsubj
მეჩქარებინოს,
გეჩქარებინოს,
ეჩქარებინოს,
გვეჩქარებინოს,
გეჩქარებინოთ,
ეჩქარებინოთ,
IIIsubj_prfv
განმეჩქარებინოს,
განგეჩქარებინოს,
განეჩქარებინოს,
განგვეჩქარებინოს,
განგეჩქარებინოთ,
განეჩქარებინოთ,
