pres
ვბღავი,
ბღავი,
ბღავის,
ვბღავით,
ბღავით,
ბღავიან,
fut2
ვიბღავლებ,
იბღავლებ,
იბღავლებს,
ვიბღავლებთ,
იბღავლებთ,
იბღავლებენ,
fut2_prfv
გარდავიბღავლებ,
გარდაიბღავლებ,
გარდაიბღავლებს,
გარდავიბღავლებთ,
გარდაიბღავლებთ,
გარდაიბღავლებენ,
impf
ვბღაოდი,
ბღაოდი,
ბღაოდა,
ვბღაოდით,
ბღაოდით,
ბღაოდნენ,
cond2
ვიბღავლებდი,
იბღავლებდი,
იბღავლებდა,
ვიბღავლებდით,
იბღავლებდით,
იბღავლებდნენ,
cond2_prfv
გარდავიბღავლებდი,
გარდაიბღავლებდი,
გარდაიბღავლებდა,
გარდავიბღავლებდით,
გარდაიბღავლებდით,
გარდაიბღავლებდნენ,
subj
ვბღაოდე,
ბღაოდე,
ბღაოდეს,
ვბღაოდეთ,
ბღაოდეთ,
ბღაოდნენ,
fut2_subj
ვიბღავლებდე,
იბღავლებდე,
იბღავლებდეს,
ვიბღავლებდეთ,
იბღავლებდეთ,
იბღავლებდნენ,
fut2_subj_prfv
გარდავიბღავლებდე,
გარდაიბღავლებდე,
გარდაიბღავლებდეს,
გარდავიბღავლებდეთ,
გარდაიბღავლებდეთ,
გარდაიბღავლებდნენ,
aor2
ვიბღავლე,
იბღავლე,
იბღავლა,
ვიბღავლეთ,
იბღავლეთ,
იბღავლეს,
aor2_prfv
გარდავიბღავლე,
გარდაიბღავლე,
გარდაიბღავლა,
გარდავიბღავლეთ,
გარდაიბღავლეთ,
გარდაიბღავლეს,
IIsubj2
ვიბღავლო,
იბღავლო,
იბღავლოს,
ვიბღავლოთ,
იბღავლოთ,
იბღავლონ,
IIsubj2_prfv
გარდავიბღავლო,
გარდაიბღავლო,
გარდაიბღავლოს,
გარდავიბღავლოთ,
გარდაიბღავლოთ,
გარდაიბღავლონ,
Iturm
მიბღავლია,
გიბღავლია,
უბღავლია,
გვიბღავლია,
გიბღავლიათ,
უბღავლიათ,
Iturm_prfv
გარდამიბღავლია,
გარდაგიბღავლია,
გარდაუბღავლია,
გარდაგვიბღავლია,
გარდაგიბღავლიათ,
გარდაუბღავლიათ,
IIturm
მებღავლა,
გებღავლა,
ებღავლა,
გვებღავლა,
გებღავლათ,
ებღავლათ,
IIturm_prfv
გარდამებღავლა,
გარდაგებღავლა,
გარდაებღავლა,
გარდაგვებღავლა,
გარდაგებღავლათ,
გარდაებღავლათ,
IIIsubj
მებღავლოს,
გებღავლოს,
ებღავლოს,
გვებღავლოს,
გებღავლოთ,
ებღავლოთ,
IIIsubj_prfv
გარდამებღავლოს,
გარდაგებღავლოს,
გარდაებღავლოს,
გარდაგვებღავლოს,
გარდაგებღავლოთ,
გარდაებღავლოთ,
