fut2
ვიწერები,
იწერები,
იწერება,
ვიწერებით,
იწერებით,
იწერებიან,
fut2_prfv
გარდავიწერები,
გარდაიწერები,
გარდაიწერება,
გარდავიწერებით,
გარდაიწერებით,
გარდაიწერებიან,
cond2
ვიწერებოდი,
იწერებოდი,
იწერებოდა,
ვიწერებოდით,
იწერებოდით,
იწერებოდნენ,
cond2_prfv
გარდავიწერებოდი,
გარდაიწერებოდი,
გარდაიწერებოდა,
გარდავიწერებოდით,
გარდაიწერებოდით,
გარდაიწერებოდნენ,
fut2_subj
ვიწერებოდე,
იწერებოდე,
იწერებოდეს,
ვიწერებოდეთ,
იწერებოდეთ,
იწერებოდნენ,
fut2_subj_prfv
გარდავიწერებოდე,
გარდაიწერებოდე,
გარდაიწერებოდეს,
გარდავიწერებოდეთ,
გარდაიწერებოდეთ,
გარდაიწერებოდნენ,
aor2
ვიწერე,
იწერე,
იწერა,
ვიწერეთ,
იწერეთ,
იწერნენ,
aor2_prfv
გარდავიწერე,
გარდაიწერე,
გარდაიწერა,
გარდავიწერეთ,
გარდაიწერეთ,
გარდაიწერნენ,
IIsubj2
ვიწერო,
იწერო,
იწეროს,
ვიწეროთ,
იწეროთ,
იწერონ,
IIsubj2_prfv
გარდავიწერო,
გარდაიწერო,
გარდაიწეროს,
გარდავიწეროთ,
გარდაიწეროთ,
გარდაიწერონ,
Iturm
ვწერილვარ,
წერილხარ,
წერილა,
ვწერილვართ,
წერილხართ,
წერილან,
Iturm_prfv
გარდავწერილვარ,
გარდაწერილხარ,
გარდაწერილა,
გარდავწერილვართ,
გარდაწერილხართ,
გარდაწერილან,
IIturm
ვწერილიყავი,
წერილიყავი,
წერილიყო,
ვწერილიყავით,
წერილიყავით,
წერილიყვნენ,
IIturm_prfv
გარდავწერილიყავი,
გარდაწერილიყავი,
გარდაწერილიყო,
გარდავწერილიყავით,
გარდაწერილიყავით,
გარდაწერილიყვნენ,
IIIsubj
ვწერილიყო,
წერილიყო,
წერილიყოს,
ვწერილიყოთ,
წერილიყოთ,
წერილიყონ,
IIIsubj_prfv
გარდავწერილიყო,
გარდაწერილიყო,
გარდაწერილიყოს,
გარდავწერილიყოთ,
გარდაწერილიყოთ,
გარდაწერილიყონ,
