fut2
ვინძრევი,
ინძრევი,
ინძრევა,
ვინძრევით,
ინძრევით,
ინძრევიან,
fut2_prfv
გავინძრევი,
გაინძრევი,
გაინძრევა,
გავინძრევით,
გაინძრევით,
გაინძრევიან,
cond2
ვინძრეოდი,
ინძრეოდი,
ინძრეოდა,
ვინძრეოდით,
ინძრეოდით,
ინძრეოდნენ,
cond2_prfv
გავინძრეოდი,
გაინძრეოდი,
გაინძრეოდა,
გავინძრეოდით,
გაინძრეოდით,
გაინძრეოდნენ,
fut2_subj
ვინძრეოდე,
ინძრეოდე,
ინძრეოდეს,
ვინძრეოდეთ,
ინძრეოდეთ,
ინძრეოდნენ,
fut2_subj_prfv
გავინძრეოდე,
გაინძრეოდე,
გაინძრეოდეს,
გავინძრეოდეთ,
გაინძრეოდეთ,
გაინძრეოდნენ,
aor2
ვინძერი,
ინძერი,
ინძრა,
ვინძერით,
ინძერით,
ინძრნენ,
aor2_prfv
გავინძერი,
გაინძერი,
გაინძრა,
გავინძერით,
გაინძერით,
გაინძრნენ,
IIsubj2
ვინძრა,
ინძრა,
ინძრას,
ვინძრათ,
ინძრათ,
ინძრნენ,
IIsubj2_prfv
გავინძრა,
გაინძრა,
გაინძრას,
გავინძრათ,
გაინძრათ,
გაინძრნენ,
Iturm
ვნძრეულვარ,
ნძრეულხარ,
ნძრეულა,
ვნძრეულვართ,
ნძრეულხართ,
ნძრეულან,
Iturm_prfv
გავნძრეულვარ,
განძრეულხარ,
განძრეულა,
გავნძრეულვართ,
განძრეულხართ,
განძრეულან,
IIturm
ვნძრეულიყავი,
ნძრეულიყავი,
ნძრეულიყო,
ვნძრეულიყავით,
ნძრეულიყავით,
ნძრეულიყვნენ,
IIturm_prfv
გავნძრეულიყავი,
განძრეულიყავი,
განძრეულიყო,
გავნძრეულიყავით,
განძრეულიყავით,
განძრეულიყვნენ,
IIIsubj
ვნძრეულიყო,
ნძრეულიყო,
ნძრეულიყოს,
ვნძრეულიყოთ,
ნძრეულიყოთ,
ნძრეულიყონ,
IIIsubj_prfv
გავნძრეულიყო,
განძრეულიყო,
განძრეულიყოს,
გავნძრეულიყოთ,
განძრეულიყოთ,
განძრეულიყონ,
