fut2
ვიწერები,
იწერები,
იწერება,
ვიწერებით,
იწერებით,
იწერებიან,
fut2_prfv
ავიწერები,
აიწერები,
აიწერება,
ავიწერებით,
აიწერებით,
აიწერებიან,
cond2
ვიწერებოდი,
იწერებოდი,
იწერებოდა,
ვიწერებოდით,
იწერებოდით,
იწერებოდნენ,
cond2_prfv
ავიწერებოდი,
აიწერებოდი,
აიწერებოდა,
ავიწერებოდით,
აიწერებოდით,
აიწერებოდნენ,
fut2_subj
ვიწერებოდე,
იწერებოდე,
იწერებოდეს,
ვიწერებოდეთ,
იწერებოდეთ,
იწერებოდნენ,
fut2_subj_prfv
ავიწერებოდე,
აიწერებოდე,
აიწერებოდეს,
ავიწერებოდეთ,
აიწერებოდეთ,
აიწერებოდნენ,
aor2
ვიწერე,
იწერე,
იწერა,
ვიწერეთ,
იწერეთ,
იწერნენ,
aor2_prfv
ავიწერე,
აიწერე,
აიწერა,
ავიწერეთ,
აიწერეთ,
აიწერნენ,
IIsubj2
ვიწერო,
იწერო,
იწეროს,
ვიწეროთ,
იწეროთ,
იწერონ,
IIsubj2_prfv
ავიწერო,
აიწერო,
აიწეროს,
ავიწეროთ,
აიწეროთ,
აიწერონ,
Iturm
ვწერილვარ,
წერილხარ,
წერილა,
ვწერილვართ,
წერილხართ,
წერილან,
Iturm_prfv
ავწერილვარ,
აწერილხარ,
აწერილა,
ავწერილვართ,
აწერილხართ,
აწერილან,
IIturm
ვწერილიყავი,
წერილიყავი,
წერილიყო,
ვწერილიყავით,
წერილიყავით,
წერილიყვნენ,
IIturm_prfv
ავწერილიყავი,
აწერილიყავი,
აწერილიყო,
ავწერილიყავით,
აწერილიყავით,
აწერილიყვნენ,
IIIsubj
ვწერილიყო,
წერილიყო,
წერილიყოს,
ვწერილიყოთ,
წერილიყოთ,
წერილიყონ,
IIIsubj_prfv
ავწერილიყო,
აწერილიყო,
აწერილიყოს,
ავწერილიყოთ,
აწერილიყოთ,
აწერილიყონ,
