fut2
ვიძინებ,
იძინებ,
იძინებს,
ვიძინებთ,
იძინებთ,
იძინებენ,
fut2_prfv
ავიძინებ,
აიძინებ,
აიძინებს,
ავიძინებთ,
აიძინებთ,
აიძინებენ,
cond2
ვიძინებდი,
იძინებდი,
იძინებდა,
ვიძინებდით,
იძინებდით,
იძინებდნენ,
cond2_prfv
ავიძინებდი,
აიძინებდი,
აიძინებდა,
ავიძინებდით,
აიძინებდით,
აიძინებდნენ,
fut2_subj
ვიძინებდე,
იძინებდე,
იძინებდეს,
ვიძინებდეთ,
იძინებდეთ,
იძინებდნენ,
fut2_subj_prfv
ავიძინებდე,
აიძინებდე,
აიძინებდეს,
ავიძინებდეთ,
აიძინებდეთ,
აიძინებდნენ,
aor2
ვიძინე,
იძინე,
იძინა,
ვიძინეთ,
იძინეთ,
იძინეს,
aor2_prfv
ავიძინე,
აიძინე,
აიძინა,
ავიძინეთ,
აიძინეთ,
აიძინეს,
IIsubj2
ვიძინო,
იძინო,
იძინოს,
ვიძინოთ,
იძინოთ,
იძინონ,
IIsubj2_prfv
ავიძინო,
აიძინო,
აიძინოს,
ავიძინოთ,
აიძინოთ,
აიძინონ,
Iturm
მიძინია,
გიძინია,
უძინია,
გვიძინია,
გიძინიათ,
უძინიათ,
Iturm_prfv
ამიძინია,
აგიძინია,
აუძინია,
აგვიძინია,
აგიძინიათ,
აუძინიათ,
IIturm
მეძინა,
გეძინა,
ეძინა,
გვეძინა,
გეძინათ,
ეძინათ,
IIturm_prfv
ამეძინა,
აგეძინა,
აეძინა,
აგვეძინა,
აგეძინათ,
აეძინათ,
IIIsubj
მეძინოს,
გეძინოს,
ეძინოს,
გვეძინოს,
გეძინოთ,
ეძინოთ,
IIIsubj_prfv
ამეძინოს,
აგეძინოს,
აეძინოს,
აგვეძინოს,
აგეძინოთ,
აეძინოთ,
