fut2
ვიძინებ,
იძინებ,
იძინებს,
ვიძინებთ,
იძინებთ,
იძინებენ,
fut2_prfv
წარვიძინებ,
წარიძინებ,
წარიძინებს,
წარვიძინებთ,
წარიძინებთ,
წარიძინებენ,
cond2
ვიძინებდი,
იძინებდი,
იძინებდა,
ვიძინებდით,
იძინებდით,
იძინებდნენ,
cond2_prfv
წარვიძინებდი,
წარიძინებდი,
წარიძინებდა,
წარვიძინებდით,
წარიძინებდით,
წარიძინებდნენ,
fut2_subj
ვიძინებდე,
იძინებდე,
იძინებდეს,
ვიძინებდეთ,
იძინებდეთ,
იძინებდნენ,
fut2_subj_prfv
წარვიძინებდე,
წარიძინებდე,
წარიძინებდეს,
წარვიძინებდეთ,
წარიძინებდეთ,
წარიძინებდნენ,
aor2
ვიძინე,
იძინე,
იძინა,
ვიძინეთ,
იძინეთ,
იძინეს,
aor2_prfv
წარვიძინე,
წარიძინე,
წარიძინა,
წარვიძინეთ,
წარიძინეთ,
წარიძინეს,
IIsubj2
ვიძინო,
იძინო,
იძინოს,
ვიძინოთ,
იძინოთ,
იძინონ,
IIsubj2_prfv
წარვიძინო,
წარიძინო,
წარიძინოს,
წარვიძინოთ,
წარიძინოთ,
წარიძინონ,
Iturm
მიძინია,
გიძინია,
უძინია,
გვიძინია,
გიძინიათ,
უძინიათ,
Iturm_prfv
წარმიძინია,
წარგიძინია,
წარუძინია,
წარგვიძინია,
წარგიძინიათ,
წარუძინიათ,
IIturm
მეძინა,
გეძინა,
ეძინა,
გვეძინა,
გეძინათ,
ეძინათ,
IIturm_prfv
წარმეძინა,
წარგეძინა,
წარეძინა,
წარგვეძინა,
წარგეძინათ,
წარეძინათ,
IIIsubj
მეძინოს,
გეძინოს,
ეძინოს,
გვეძინოს,
გეძინოთ,
ეძინოთ,
IIIsubj_prfv
წარმეძინოს,
წარგეძინოს,
წარეძინოს,
წარგვეძინოს,
წარგეძინოთ,
წარეძინოთ,
