fut2
ვუჩქარებ,
უჩქარებ,
უჩქარებს,
ვუჩქარებთ,
უჩქარებთ,
უჩქარებენ,
fut2_prfv
აღვუჩქარებ,
აღუჩქარებ,
აღუჩქარებს,
აღვუჩქარებთ,
აღუჩქარებთ,
აღუჩქარებენ,
cond2
ვუჩქარებდი,
უჩქარებდი,
უჩქარებდა,
ვუჩქარებდით,
უჩქარებდით,
უჩქარებდნენ,
cond2_prfv
აღვუჩქარებდი,
აღუჩქარებდი,
აღუჩქარებდა,
აღვუჩქარებდით,
აღუჩქარებდით,
აღუჩქარებდნენ,
fut2_subj
ვუჩქარებდე,
უჩქარებდე,
უჩქარებდეს,
ვუჩქარებდეთ,
უჩქარებდეთ,
უჩქარებდნენ,
fut2_subj_prfv
აღვუჩქარებდე,
აღუჩქარებდე,
აღუჩქარებდეს,
აღვუჩქარებდეთ,
აღუჩქარებდეთ,
აღუჩქარებდნენ,
aor2
ვუჩქარე,
უჩქარე,
უჩქარა,
ვუჩქარეთ,
უჩქარეთ,
უჩქარეს,
aor2_prfv
აღვუჩქარე,
აღუჩქარე,
აღუჩქარა,
აღვუჩქარეთ,
აღუჩქარეთ,
აღუჩქარეს,
IIsubj2
ვუჩქარო,
უჩქარო,
უჩქაროს,
ვუჩქაროთ,
უჩქაროთ,
უჩქარონ,
IIsubj2_prfv
აღვუჩქარო,
აღუჩქარო,
აღუჩქაროს,
აღვუჩქაროთ,
აღუჩქაროთ,
აღუჩქარონ,
Iturm
მიჩქარებია,
გიჩქარებია,
უჩქარებია,
გვიჩქარებია,
გიჩქარებიათ,
უჩქარებიათ,
Iturm_prfv
აღმიჩქარებია,
აღგიჩქარებია,
აღუჩქარებია,
აღგვიჩქარებია,
აღგიჩქარებიათ,
აღუჩქარებიათ,
IIturm
მეჩქარებინა,
გეჩქარებინა,
ეჩქარებინა,
გვეჩქარებინა,
გეჩქარებინათ,
ეჩქარებინათ,
IIturm_prfv
აღმეჩქარებინა,
აღგეჩქარებინა,
აღეჩქარებინა,
აღგვეჩქარებინა,
აღგეჩქარებინათ,
აღეჩქარებინათ,
IIIsubj
მეჩქარებინოს,
გეჩქარებინოს,
ეჩქარებინოს,
გვეჩქარებინოს,
გეჩქარებინოთ,
ეჩქარებინოთ,
IIIsubj_prfv
აღმეჩქარებინოს,
აღგეჩქარებინოს,
აღეჩქარებინოს,
აღგვეჩქარებინოს,
აღგეჩქარებინოთ,
აღეჩქარებინოთ,
