fut2
ვამთქნარებ,
ამთქნარებ,
ამთქნარებს,
ვამთქნარებთ,
ამთქნარებთ,
ამთქნარებენ,
fut2_prfv
ამოვამთქნარებ,
ამოამთქნარებ,
ამოამთქნარებს,
ამოვამთქნარებთ,
ამოამთქნარებთ,
ამოამთქნარებენ,
cond2
ვამთქნარებდი,
ამთქნარებდი,
ამთქნარებდა,
ვამთქნარებდით,
ამთქნარებდით,
ამთქნარებდნენ,
cond2_prfv
ამოვამთქნარებდი,
ამოამთქნარებდი,
ამოამთქნარებდა,
ამოვამთქნარებდით,
ამოამთქნარებდით,
ამოამთქნარებდნენ,
fut2_subj
ვამთქნარებდე,
ამთქნარებდე,
ამთქნარებდეს,
ვამთქნარებდეთ,
ამთქნარებდეთ,
ამთქნარებდნენ,
fut2_subj_prfv
ამოვამთქნარებდე,
ამოამთქნარებდე,
ამოამთქნარებდეს,
ამოვამთქნარებდეთ,
ამოამთქნარებდეთ,
ამოამთქნარებდნენ,
aor2
ვამთქნარე,
ამთქნარე,
ამთქნარა,
ვამთქნარეთ,
ამთქნარეთ,
ამთქნარეს,
aor2_prfv
ამოვამთქნარე,
ამოამთქნარე,
ამოამთქნარა,
ამოვამთქნარეთ,
ამოამთქნარეთ,
ამოამთქნარეს,
IIsubj2
ვამთქნარო,
ამთქნარო,
ამთქნაროს,
ვამთქნაროთ,
ამთქნაროთ,
ამთქნარონ,
IIsubj2_prfv
ამოვამთქნარო,
ამოამთქნარო,
ამოამთქნაროს,
ამოვამთქნაროთ,
ამოამთქნაროთ,
ამოამთქნარონ,
Iturm
მიმთქნარებია,
გიმთქნარებია,
უმთქნარებია,
გვიმთქნარებია,
გიმთქნარებიათ,
უმთქნარებიათ,
Iturm_prfv
ამომიმთქნარებია,
ამოგიმთქნარებია,
ამოუმთქნარებია,
ამოგვიმთქნარებია,
ამოგიმთქნარებიათ,
ამოუმთქნარებიათ,
IIturm
მემთქნარებინა,
გემთქნარებინა,
ემთქნარებინა,
გვემთქნარებინა,
გემთქნარებინათ,
ემთქნარებინათ,
IIturm_prfv
ამომემთქნარებინა,
ამოგემთქნარებინა,
ამოემთქნარებინა,
ამოგვემთქნარებინა,
ამოგემთქნარებინათ,
ამოემთქნარებინათ,
IIIsubj
მემთქნარებინოს,
გემთქნარებინოს,
ემთქნარებინოს,
გვემთქნარებინოს,
გემთქნარებინოთ,
ემთქნარებინოთ,
IIIsubj_prfv
ამომემთქნარებინოს,
ამოგემთქნარებინოს,
ამოემთქნარებინოს,
ამოგვემთქნარებინოს,
ამოგემთქნარებინოთ,
ამოემთქნარებინოთ,
