pres
ვყვირი,
ყვირი,
ყვირის,
ვყვირით,
ყვირით,
ყვირიან,
fut2
ვიყვირებ,
იყვირებ,
იყვირებს,
ვიყვირებთ,
იყვირებთ,
იყვირებენ,
fut2_prfv
შთავიყვირებ,
შთაიყვირებ,
შთაიყვირებს,
შთავიყვირებთ,
შთაიყვირებთ,
შთაიყვირებენ,
impf
ვყვიროდი,
ყვიროდი,
ყვიროდა,
ვყვიროდით,
ყვიროდით,
ყვიროდნენ,
cond2
ვიყვირებდი,
იყვირებდი,
იყვირებდა,
ვიყვირებდით,
იყვირებდით,
იყვირებდნენ,
cond2_prfv
შთავიყვირებდი,
შთაიყვირებდი,
შთაიყვირებდა,
შთავიყვირებდით,
შთაიყვირებდით,
შთაიყვირებდნენ,
subj
ვყვიროდე,
ყვიროდე,
ყვიროდეს,
ვყვიროდეთ,
ყვიროდეთ,
ყვიროდნენ,
fut2_subj
ვიყვირებდე,
იყვირებდე,
იყვირებდეს,
ვიყვირებდეთ,
იყვირებდეთ,
იყვირებდნენ,
fut2_subj_prfv
შთავიყვირებდე,
შთაიყვირებდე,
შთაიყვირებდეს,
შთავიყვირებდეთ,
შთაიყვირებდეთ,
შთაიყვირებდნენ,
aor2
ვიყვირე,
იყვირე,
იყვირა,
ვიყვირეთ,
იყვირეთ,
იყვირეს,
aor2_prfv
შთავიყვირე,
შთაიყვირე,
შთაიყვირა,
შთავიყვირეთ,
შთაიყვირეთ,
შთაიყვირეს,
IIsubj2
ვიყვირო,
იყვირო,
იყვიროს,
ვიყვიროთ,
იყვიროთ,
იყვირონ,
IIsubj2_prfv
შთავიყვირო,
შთაიყვირო,
შთაიყვიროს,
შთავიყვიროთ,
შთაიყვიროთ,
შთაიყვირონ,
Iturm
მიყვირია,
გიყვირია,
უყვირია,
გვიყვირია,
გიყვირიათ,
უყვირიათ,
Iturm_prfv
შთამიყვირია,
შთაგიყვირია,
შთაუყვირია,
შთაგვიყვირია,
შთაგიყვირიათ,
შთაუყვირიათ,
IIturm
მეყვირა,
გეყვირა,
ეყვირა,
გვეყვირა,
გეყვირათ,
ეყვირათ,
IIturm_prfv
შთამეყვირა,
შთაგეყვირა,
შთაეყვირა,
შთაგვეყვირა,
შთაგეყვირათ,
შთაეყვირათ,
IIIsubj
მეყვიროს,
გეყვიროს,
ეყვიროს,
გვეყვიროს,
გეყვიროთ,
ეყვიროთ,
IIIsubj_prfv
შთამეყვიროს,
შთაგეყვიროს,
შთაეყვიროს,
შთაგვეყვიროს,
შთაგეყვიროთ,
შთაეყვიროთ,
