pres
ვმოძრაობ,
მოძრაობ,
მოძრაობს,
ვმოძრაობთ,
მოძრაობთ,
მოძრაობენ,
fut2
ვიმოძრავებ,
იმოძრავებ,
იმოძრავებს,
ვიმოძრავებთ,
იმოძრავებთ,
იმოძრავებენ,
fut2_prfv
შთავიმოძრავებ,
შთაიმოძრავებ,
შთაიმოძრავებს,
შთავიმოძრავებთ,
შთაიმოძრავებთ,
შთაიმოძრავებენ,
impf
ვმოძრაობდი,
მოძრაობდი,
მოძრაობდა,
ვმოძრაობდით,
მოძრაობდით,
მოძრაობდნენ,
cond2
ვიმოძრავებდი,
იმოძრავებდი,
იმოძრავებდა,
ვიმოძრავებდით,
იმოძრავებდით,
იმოძრავებდნენ,
cond2_prfv
შთავიმოძრავებდი,
შთაიმოძრავებდი,
შთაიმოძრავებდა,
შთავიმოძრავებდით,
შთაიმოძრავებდით,
შთაიმოძრავებდნენ,
subj
ვმოძრაობდე,
მოძრაობდე,
მოძრაობდეს,
ვმოძრაობდეთ,
მოძრაობდეთ,
მოძრაობდნენ,
fut2_subj
ვიმოძრავებდე,
იმოძრავებდე,
იმოძრავებდეს,
ვიმოძრავებდეთ,
იმოძრავებდეთ,
იმოძრავებდნენ,
fut2_subj_prfv
შთავიმოძრავებდე,
შთაიმოძრავებდე,
შთაიმოძრავებდეს,
შთავიმოძრავებდეთ,
შთაიმოძრავებდეთ,
შთაიმოძრავებდნენ,
aor2
ვიმოძრავე,
იმოძრავე,
იმოძრავა,
ვიმოძრავეთ,
იმოძრავეთ,
იმოძრავეს,
aor2_prfv
შთავიმოძრავე,
შთაიმოძრავე,
შთაიმოძრავა,
შთავიმოძრავეთ,
შთაიმოძრავეთ,
შთაიმოძრავეს,
IIsubj2
ვიმოძრაო,
იმოძრაო,
იმოძრაოს,
ვიმოძრაოთ,
იმოძრაოთ,
იმოძრაონ,
IIsubj2_prfv
შთავიმოძრაო,
შთაიმოძრაო,
შთაიმოძრაოს,
შთავიმოძრაოთ,
შთაიმოძრაოთ,
შთაიმოძრაონ,
Iturm
მიმოძრავია,
გიმოძრავია,
უმოძრავია,
გვიმოძრავია,
გიმოძრავიათ,
უმოძრავიათ,
Iturm_prfv
შთამიმოძრავია,
შთაგიმოძრავია,
შთაუმოძრავია,
შთაგვიმოძრავია,
შთაგიმოძრავიათ,
შთაუმოძრავიათ,
IIturm
მემოძრავა,
გემოძრავა,
ემოძრავა,
გვემოძრავა,
გემოძრავათ,
ემოძრავათ,
IIturm_prfv
შთამემოძრავა,
შთაგემოძრავა,
შთაემოძრავა,
შთაგვემოძრავა,
შთაგემოძრავათ,
შთაემოძრავათ,
IIIsubj
მემოძრაოს,
გემოძრაოს,
ემოძრაოს,
გვემოძრაოს,
გემოძრაოთ,
ემოძრაოთ,
IIIsubj_prfv
შთამემოძრაოს,
შთაგემოძრაოს,
შთაემოძრაოს,
შთაგვემოძრაოს,
შთაგემოძრაოთ,
შთაემოძრაოთ,
