pres
ვბღავი,
ბღავი,
ბღავის,
ვბღავით,
ბღავით,
ბღავიან,
fut2
ვიბღავლებ,
იბღავლებ,
იბღავლებს,
ვიბღავლებთ,
იბღავლებთ,
იბღავლებენ,
fut2_prfv
წარვიბღავლებ,
წარიბღავლებ,
წარიბღავლებს,
წარვიბღავლებთ,
წარიბღავლებთ,
წარიბღავლებენ,
impf
ვბღაოდი,
ბღაოდი,
ბღაოდა,
ვბღაოდით,
ბღაოდით,
ბღაოდნენ,
cond2
ვიბღავლებდი,
იბღავლებდი,
იბღავლებდა,
ვიბღავლებდით,
იბღავლებდით,
იბღავლებდნენ,
cond2_prfv
წარვიბღავლებდი,
წარიბღავლებდი,
წარიბღავლებდა,
წარვიბღავლებდით,
წარიბღავლებდით,
წარიბღავლებდნენ,
subj
ვბღაოდე,
ბღაოდე,
ბღაოდეს,
ვბღაოდეთ,
ბღაოდეთ,
ბღაოდნენ,
fut2_subj
ვიბღავლებდე,
იბღავლებდე,
იბღავლებდეს,
ვიბღავლებდეთ,
იბღავლებდეთ,
იბღავლებდნენ,
fut2_subj_prfv
წარვიბღავლებდე,
წარიბღავლებდე,
წარიბღავლებდეს,
წარვიბღავლებდეთ,
წარიბღავლებდეთ,
წარიბღავლებდნენ,
aor2
ვიბღავლე,
იბღავლე,
იბღავლა,
ვიბღავლეთ,
იბღავლეთ,
იბღავლეს,
aor2_prfv
წარვიბღავლე,
წარიბღავლე,
წარიბღავლა,
წარვიბღავლეთ,
წარიბღავლეთ,
წარიბღავლეს,
IIsubj2
ვიბღავლო,
იბღავლო,
იბღავლოს,
ვიბღავლოთ,
იბღავლოთ,
იბღავლონ,
IIsubj2_prfv
წარვიბღავლო,
წარიბღავლო,
წარიბღავლოს,
წარვიბღავლოთ,
წარიბღავლოთ,
წარიბღავლონ,
Iturm
მიბღავლია,
გიბღავლია,
უბღავლია,
გვიბღავლია,
გიბღავლიათ,
უბღავლიათ,
Iturm_prfv
წარმიბღავლია,
წარგიბღავლია,
წარუბღავლია,
წარგვიბღავლია,
წარგიბღავლიათ,
წარუბღავლიათ,
IIturm
მებღავლა,
გებღავლა,
ებღავლა,
გვებღავლა,
გებღავლათ,
ებღავლათ,
IIturm_prfv
წარმებღავლა,
წარგებღავლა,
წარებღავლა,
წარგვებღავლა,
წარგებღავლათ,
წარებღავლათ,
IIIsubj
მებღავლოს,
გებღავლოს,
ებღავლოს,
გვებღავლოს,
გებღავლოთ,
ებღავლოთ,
IIIsubj_prfv
წარმებღავლოს,
წარგებღავლოს,
წარებღავლოს,
წარგვებღავლოს,
წარგებღავლოთ,
წარებღავლოთ,
