pres
ვცეკვავ,
ცეკვავ,
ცეკვავს,
ვცეკვავთ,
ცეკვავთ,
ცეკვავენ,
fut2
ვიცეკვებ,
იცეკვებ,
იცეკვებს,
ვიცეკვებთ,
იცეკვებთ,
იცეკვებენ,
fut2_prfv
ავიცეკვებ,
აიცეკვებ,
აიცეკვებს,
ავიცეკვებთ,
აიცეკვებთ,
აიცეკვებენ,
impf
ვცეკვავდი,
ცეკვავდი,
ცეკვავდა,
ვცეკვავდით,
ცეკვავდით,
ცეკვავდნენ,
cond2
ვიცეკვებდი,
იცეკვებდი,
იცეკვებდა,
ვიცეკვებდით,
იცეკვებდით,
იცეკვებდნენ,
cond2_prfv
ავიცეკვებდი,
აიცეკვებდი,
აიცეკვებდა,
ავიცეკვებდით,
აიცეკვებდით,
აიცეკვებდნენ,
subj
ვცეკვავდე,
ცეკვავდე,
ცეკვავდეს,
ვცეკვავდეთ,
ცეკვავდეთ,
ცეკვავდნენ,
fut2_subj
ვიცეკვებდე,
იცეკვებდე,
იცეკვებდეს,
ვიცეკვებდეთ,
იცეკვებდეთ,
იცეკვებდნენ,
fut2_subj_prfv
ავიცეკვებდე,
აიცეკვებდე,
აიცეკვებდეს,
ავიცეკვებდეთ,
აიცეკვებდეთ,
აიცეკვებდნენ,
aor2
ვიცეკვე,
იცეკვე,
იცეკვა,
ვიცეკვეთ,
იცეკვეთ,
იცეკვეს,
aor2_prfv
ავიცეკვე,
აიცეკვე,
აიცეკვა,
ავიცეკვეთ,
აიცეკვეთ,
აიცეკვეს,
IIsubj2
ვიცეკვო,
იცეკვო,
იცეკვოს,
ვიცეკვოთ,
იცეკვოთ,
იცეკვონ,
IIsubj2_prfv
ავიცეკვო,
აიცეკვო,
აიცეკვოს,
ავიცეკვოთ,
აიცეკვოთ,
აიცეკვონ,
Iturm
მიცეკვია,
გიცეკვია,
უცეკვია,
გვიცეკვია,
გიცეკვიათ,
უცეკვიათ,
Iturm_prfv
ამიცეკვია,
აგიცეკვია,
აუცეკვია,
აგვიცეკვია,
აგიცეკვიათ,
აუცეკვიათ,
IIturm
მეცეკვა,
გეცეკვა,
ეცეკვა,
გვეცეკვა,
გეცეკვათ,
ეცეკვათ,
IIturm_prfv
ამეცეკვა,
აგეცეკვა,
აეცეკვა,
აგვეცეკვა,
აგეცეკვათ,
აეცეკვათ,
IIIsubj
მეცეკვოს,
გეცეკვოს,
ეცეკვოს,
გვეცეკვოს,
გეცეკვოთ,
ეცეკვოთ,
IIIsubj_prfv
ამეცეკვოს,
აგეცეკვოს,
აეცეკვოს,
აგვეცეკვოს,
აგეცეკვოთ,
აეცეკვოთ,
