fut2
ვიძინებ,
იძინებ,
იძინებს,
ვიძინებთ,
იძინებთ,
იძინებენ,
fut2_prfv
გარდამოვიძინებ,
გარდამოიძინებ,
გარდამოიძინებს,
გარდამოვიძინებთ,
გარდამოიძინებთ,
გარდამოიძინებენ,
cond2
ვიძინებდი,
იძინებდი,
იძინებდა,
ვიძინებდით,
იძინებდით,
იძინებდნენ,
cond2_prfv
გარდამოვიძინებდი,
გარდამოიძინებდი,
გარდამოიძინებდა,
გარდამოვიძინებდით,
გარდამოიძინებდით,
გარდამოიძინებდნენ,
fut2_subj
ვიძინებდე,
იძინებდე,
იძინებდეს,
ვიძინებდეთ,
იძინებდეთ,
იძინებდნენ,
fut2_subj_prfv
გარდამოვიძინებდე,
გარდამოიძინებდე,
გარდამოიძინებდეს,
გარდამოვიძინებდეთ,
გარდამოიძინებდეთ,
გარდამოიძინებდნენ,
aor2
ვიძინე,
იძინე,
იძინა,
ვიძინეთ,
იძინეთ,
იძინეს,
aor2_prfv
გარდამოვიძინე,
გარდამოიძინე,
გარდამოიძინა,
გარდამოვიძინეთ,
გარდამოიძინეთ,
გარდამოიძინეს,
IIsubj2
ვიძინო,
იძინო,
იძინოს,
ვიძინოთ,
იძინოთ,
იძინონ,
IIsubj2_prfv
გარდამოვიძინო,
გარდამოიძინო,
გარდამოიძინოს,
გარდამოვიძინოთ,
გარდამოიძინოთ,
გარდამოიძინონ,
Iturm
მიძინია,
გიძინია,
უძინია,
გვიძინია,
გიძინიათ,
უძინიათ,
Iturm_prfv
გარდამომიძინია,
გარდამოგიძინია,
გარდამოუძინია,
გარდამოგვიძინია,
გარდამოგიძინიათ,
გარდამოუძინიათ,
IIturm
მეძინა,
გეძინა,
ეძინა,
გვეძინა,
გეძინათ,
ეძინათ,
IIturm_prfv
გარდამომეძინა,
გარდამოგეძინა,
გარდამოეძინა,
გარდამოგვეძინა,
გარდამოგეძინათ,
გარდამოეძინათ,
IIIsubj
მეძინოს,
გეძინოს,
ეძინოს,
გვეძინოს,
გეძინოთ,
ეძინოთ,
IIIsubj_prfv
გარდამომეძინოს,
გარდამოგეძინოს,
გარდამოეძინოს,
გარდამოგვეძინოს,
გარდამოგეძინოთ,
გარდამოეძინოთ,
