fut2
ვამთქნარებ,
ამთქნარებ,
ამთქნარებს,
ვამთქნარებთ,
ამთქნარებთ,
ამთქნარებენ,
fut2_prfv
დავამთქნარებ,
დაამთქნარებ,
დაამთქნარებს,
დავამთქნარებთ,
დაამთქნარებთ,
დაამთქნარებენ,
cond2
ვამთქნარებდი,
ამთქნარებდი,
ამთქნარებდა,
ვამთქნარებდით,
ამთქნარებდით,
ამთქნარებდნენ,
cond2_prfv
დავამთქნარებდი,
დაამთქნარებდი,
დაამთქნარებდა,
დავამთქნარებდით,
დაამთქნარებდით,
დაამთქნარებდნენ,
fut2_subj
ვამთქნარებდე,
ამთქნარებდე,
ამთქნარებდეს,
ვამთქნარებდეთ,
ამთქნარებდეთ,
ამთქნარებდნენ,
fut2_subj_prfv
დავამთქნარებდე,
დაამთქნარებდე,
დაამთქნარებდეს,
დავამთქნარებდეთ,
დაამთქნარებდეთ,
დაამთქნარებდნენ,
aor2
ვამთქნარე,
ამთქნარე,
ამთქნარა,
ვამთქნარეთ,
ამთქნარეთ,
ამთქნარეს,
aor2_prfv
დავამთქნარე,
დაამთქნარე,
დაამთქნარა,
დავამთქნარეთ,
დაამთქნარეთ,
დაამთქნარეს,
IIsubj2
ვამთქნარო,
ამთქნარო,
ამთქნაროს,
ვამთქნაროთ,
ამთქნაროთ,
ამთქნარონ,
IIsubj2_prfv
დავამთქნარო,
დაამთქნარო,
დაამთქნაროს,
დავამთქნაროთ,
დაამთქნაროთ,
დაამთქნარონ,
Iturm
მიმთქნარებია,
გიმთქნარებია,
უმთქნარებია,
გვიმთქნარებია,
გიმთქნარებიათ,
უმთქნარებიათ,
Iturm_prfv
დამიმთქნარებია,
დაგიმთქნარებია,
დაუმთქნარებია,
დაგვიმთქნარებია,
დაგიმთქნარებიათ,
დაუმთქნარებიათ,
IIturm
მემთქნარებინა,
გემთქნარებინა,
ემთქნარებინა,
გვემთქნარებინა,
გემთქნარებინათ,
ემთქნარებინათ,
IIturm_prfv
დამემთქნარებინა,
დაგემთქნარებინა,
დაემთქნარებინა,
დაგვემთქნარებინა,
დაგემთქნარებინათ,
დაემთქნარებინათ,
IIIsubj
მემთქნარებინოს,
გემთქნარებინოს,
ემთქნარებინოს,
გვემთქნარებინოს,
გემთქნარებინოთ,
ემთქნარებინოთ,
IIIsubj_prfv
დამემთქნარებინოს,
დაგემთქნარებინოს,
დაემთქნარებინოს,
დაგვემთქნარებინოს,
დაგემთქნარებინოთ,
დაემთქნარებინოთ,
