fut2
ვამთქნარებ,
ამთქნარებ,
ამთქნარებს,
ვამთქნარებთ,
ამთქნარებთ,
ამთქნარებენ,
fut2_prfv
გავამთქნარებ,
გაამთქნარებ,
გაამთქნარებს,
გავამთქნარებთ,
გაამთქნარებთ,
გაამთქნარებენ,
cond2
ვამთქნარებდი,
ამთქნარებდი,
ამთქნარებდა,
ვამთქნარებდით,
ამთქნარებდით,
ამთქნარებდნენ,
cond2_prfv
გავამთქნარებდი,
გაამთქნარებდი,
გაამთქნარებდა,
გავამთქნარებდით,
გაამთქნარებდით,
გაამთქნარებდნენ,
fut2_subj
ვამთქნარებდე,
ამთქნარებდე,
ამთქნარებდეს,
ვამთქნარებდეთ,
ამთქნარებდეთ,
ამთქნარებდნენ,
fut2_subj_prfv
გავამთქნარებდე,
გაამთქნარებდე,
გაამთქნარებდეს,
გავამთქნარებდეთ,
გაამთქნარებდეთ,
გაამთქნარებდნენ,
aor2
ვამთქნარე,
ამთქნარე,
ამთქნარა,
ვამთქნარეთ,
ამთქნარეთ,
ამთქნარეს,
aor2_prfv
გავამთქნარე,
გაამთქნარე,
გაამთქნარა,
გავამთქნარეთ,
გაამთქნარეთ,
გაამთქნარეს,
IIsubj2
ვამთქნარო,
ამთქნარო,
ამთქნაროს,
ვამთქნაროთ,
ამთქნაროთ,
ამთქნარონ,
IIsubj2_prfv
გავამთქნარო,
გაამთქნარო,
გაამთქნაროს,
გავამთქნაროთ,
გაამთქნაროთ,
გაამთქნარონ,
Iturm
მიმთქნარებია,
გიმთქნარებია,
უმთქნარებია,
გვიმთქნარებია,
გიმთქნარებიათ,
უმთქნარებიათ,
Iturm_prfv
გამიმთქნარებია,
გაგიმთქნარებია,
გაუმთქნარებია,
გაგვიმთქნარებია,
გაგიმთქნარებიათ,
გაუმთქნარებიათ,
IIturm
მემთქნარებინა,
გემთქნარებინა,
ემთქნარებინა,
გვემთქნარებინა,
გემთქნარებინათ,
ემთქნარებინათ,
IIturm_prfv
გამემთქნარებინა,
გაგემთქნარებინა,
გაემთქნარებინა,
გაგვემთქნარებინა,
გაგემთქნარებინათ,
გაემთქნარებინათ,
IIIsubj
მემთქნარებინოს,
გემთქნარებინოს,
ემთქნარებინოს,
გვემთქნარებინოს,
გემთქნარებინოთ,
ემთქნარებინოთ,
IIIsubj_prfv
გამემთქნარებინოს,
გაგემთქნარებინოს,
გაემთქნარებინოს,
გაგვემთქნარებინოს,
გაგემთქნარებინოთ,
გაემთქნარებინოთ,
