fut2
ვამთქნარებ,
ამთქნარებ,
ამთქნარებს,
ვამთქნარებთ,
ამთქნარებთ,
ამთქნარებენ,
fut2_prfv
გარდამოვამთქნარებ,
გარდამოამთქნარებ,
გარდამოამთქნარებს,
გარდამოვამთქნარებთ,
გარდამოამთქნარებთ,
გარდამოამთქნარებენ,
cond2
ვამთქნარებდი,
ამთქნარებდი,
ამთქნარებდა,
ვამთქნარებდით,
ამთქნარებდით,
ამთქნარებდნენ,
cond2_prfv
გარდამოვამთქნარებდი,
გარდამოამთქნარებდი,
გარდამოამთქნარებდა,
გარდამოვამთქნარებდით,
გარდამოამთქნარებდით,
გარდამოამთქნარებდნენ,
fut2_subj
ვამთქნარებდე,
ამთქნარებდე,
ამთქნარებდეს,
ვამთქნარებდეთ,
ამთქნარებდეთ,
ამთქნარებდნენ,
fut2_subj_prfv
გარდამოვამთქნარებდე,
გარდამოამთქნარებდე,
გარდამოამთქნარებდეს,
გარდამოვამთქნარებდეთ,
გარდამოამთქნარებდეთ,
გარდამოამთქნარებდნენ,
aor2
ვამთქნარე,
ამთქნარე,
ამთქნარა,
ვამთქნარეთ,
ამთქნარეთ,
ამთქნარეს,
aor2_prfv
გარდამოვამთქნარე,
გარდამოამთქნარე,
გარდამოამთქნარა,
გარდამოვამთქნარეთ,
გარდამოამთქნარეთ,
გარდამოამთქნარეს,
IIsubj2
ვამთქნარო,
ამთქნარო,
ამთქნაროს,
ვამთქნაროთ,
ამთქნაროთ,
ამთქნარონ,
IIsubj2_prfv
გარდამოვამთქნარო,
გარდამოამთქნარო,
გარდამოამთქნაროს,
გარდამოვამთქნაროთ,
გარდამოამთქნაროთ,
გარდამოამთქნარონ,
Iturm
მიმთქნარებია,
გიმთქნარებია,
უმთქნარებია,
გვიმთქნარებია,
გიმთქნარებიათ,
უმთქნარებიათ,
Iturm_prfv
გარდამომიმთქნარებია,
გარდამოგიმთქნარებია,
გარდამოუმთქნარებია,
გარდამოგვიმთქნარებია,
გარდამოგიმთქნარებიათ,
გარდამოუმთქნარებიათ,
IIturm
მემთქნარებინა,
გემთქნარებინა,
ემთქნარებინა,
გვემთქნარებინა,
გემთქნარებინათ,
ემთქნარებინათ,
IIturm_prfv
გარდამომემთქნარებინა,
გარდამოგემთქნარებინა,
გარდამოემთქნარებინა,
გარდამოგვემთქნარებინა,
გარდამოგემთქნარებინათ,
გარდამოემთქნარებინათ,
IIIsubj
მემთქნარებინოს,
გემთქნარებინოს,
ემთქნარებინოს,
გვემთქნარებინოს,
გემთქნარებინოთ,
ემთქნარებინოთ,
IIIsubj_prfv
გარდამომემთქნარებინოს,
გარდამოგემთქნარებინოს,
გარდამოემთქნარებინოს,
გარდამოგვემთქნარებინოს,
გარდამოგემთქნარებინოთ,
გარდამოემთქნარებინოთ,
