pres
ვთრთი,
თრთი,
თრთის,
ვთრთით,
თრთით,
თრთიან,
fut2
ვითრთოლებ,
ითრთოლებ,
ითრთოლებს,
ვითრთოლებთ,
ითრთოლებთ,
ითრთოლებენ,
fut2_prfv
აღვითრთოლებ,
აღითრთოლებ,
აღითრთოლებს,
აღვითრთოლებთ,
აღითრთოლებთ,
აღითრთოლებენ,
impf
ვთრთოდი,
თრთოდი,
თრთოდა,
ვთრთოდით,
თრთოდით,
თრთოდნენ,
cond2
ვითრთოლებდი,
ითრთოლებდი,
ითრთოლებდა,
ვითრთოლებდით,
ითრთოლებდით,
ითრთოლებდნენ,
cond2_prfv
აღვითრთოლებდი,
აღითრთოლებდი,
აღითრთოლებდა,
აღვითრთოლებდით,
აღითრთოლებდით,
აღითრთოლებდნენ,
subj
ვთრთოდე,
თრთოდე,
თრთოდეს,
ვთრთოდეთ,
თრთოდეთ,
თრთოდნენ,
fut2_subj
ვითრთოლებდე,
ითრთოლებდე,
ითრთოლებდეს,
ვითრთოლებდეთ,
ითრთოლებდეთ,
ითრთოლებდნენ,
fut2_subj_prfv
აღვითრთოლებდე,
აღითრთოლებდე,
აღითრთოლებდეს,
აღვითრთოლებდეთ,
აღითრთოლებდეთ,
აღითრთოლებდნენ,
aor2
ვითრთოლე,
ითრთოლე,
ითრთოლა,
ვითრთოლეთ,
ითრთოლეთ,
ითრთოლეს,
aor2_prfv
აღვითრთოლე,
აღითრთოლე,
აღითრთოლა,
აღვითრთოლეთ,
აღითრთოლეთ,
აღითრთოლეს,
IIsubj2
ვითრთოლო,
ითრთოლო,
ითრთოლოს,
ვითრთოლოთ,
ითრთოლოთ,
ითრთოლონ,
IIsubj2_prfv
აღვითრთოლო,
აღითრთოლო,
აღითრთოლოს,
აღვითრთოლოთ,
აღითრთოლოთ,
აღითრთოლონ,
Iturm
მითრთოლია,
გითრთოლია,
უთრთოლია,
გვითრთოლია,
გითრთოლიათ,
უთრთოლიათ,
Iturm_prfv
აღმითრთოლია,
აღგითრთოლია,
აღუთრთოლია,
აღგვითრთოლია,
აღგითრთოლიათ,
აღუთრთოლიათ,
IIturm
მეთრთოლა,
გეთრთოლა,
ეთრთოლა,
გვეთრთოლა,
გეთრთოლათ,
ეთრთოლათ,
IIturm_prfv
აღმეთრთოლა,
აღგეთრთოლა,
აღეთრთოლა,
აღგვეთრთოლა,
აღგეთრთოლათ,
აღეთრთოლათ,
IIIsubj
მეთრთოლოს,
გეთრთოლოს,
ეთრთოლოს,
გვეთრთოლოს,
გეთრთოლოთ,
ეთრთოლოთ,
IIIsubj_prfv
აღმეთრთოლოს,
აღგეთრთოლოს,
აღეთრთოლოს,
აღგვეთრთოლოს,
აღგეთრთოლოთ,
აღეთრთოლოთ,
