fut2
ვიძინებ,
იძინებ,
იძინებს,
ვიძინებთ,
იძინებთ,
იძინებენ,
fut2_prfv
ჩავიძინებ,
ჩაიძინებ,
ჩაიძინებს,
ჩავიძინებთ,
ჩაიძინებთ,
ჩაიძინებენ,
cond2
ვიძინებდი,
იძინებდი,
იძინებდა,
ვიძინებდით,
იძინებდით,
იძინებდნენ,
cond2_prfv
ჩავიძინებდი,
ჩაიძინებდი,
ჩაიძინებდა,
ჩავიძინებდით,
ჩაიძინებდით,
ჩაიძინებდნენ,
fut2_subj
ვიძინებდე,
იძინებდე,
იძინებდეს,
ვიძინებდეთ,
იძინებდეთ,
იძინებდნენ,
fut2_subj_prfv
ჩავიძინებდე,
ჩაიძინებდე,
ჩაიძინებდეს,
ჩავიძინებდეთ,
ჩაიძინებდეთ,
ჩაიძინებდნენ,
aor2
ვიძინე,
იძინე,
იძინა,
ვიძინეთ,
იძინეთ,
იძინეს,
aor2_prfv
ჩავიძინე,
ჩაიძინე,
ჩაიძინა,
ჩავიძინეთ,
ჩაიძინეთ,
ჩაიძინეს,
IIsubj2
ვიძინო,
იძინო,
იძინოს,
ვიძინოთ,
იძინოთ,
იძინონ,
IIsubj2_prfv
ჩავიძინო,
ჩაიძინო,
ჩაიძინოს,
ჩავიძინოთ,
ჩაიძინოთ,
ჩაიძინონ,
Iturm
მიძინია,
გიძინია,
უძინია,
გვიძინია,
გიძინიათ,
უძინიათ,
Iturm_prfv
ჩამიძინია,
ჩაგიძინია,
ჩაუძინია,
ჩაგვიძინია,
ჩაგიძინიათ,
ჩაუძინიათ,
IIturm
მეძინა,
გეძინა,
ეძინა,
გვეძინა,
გეძინათ,
ეძინათ,
IIturm_prfv
ჩამეძინა,
ჩაგეძინა,
ჩაეძინა,
ჩაგვეძინა,
ჩაგეძინათ,
ჩაეძინათ,
IIIsubj
მეძინოს,
გეძინოს,
ეძინოს,
გვეძინოს,
გეძინოთ,
ეძინოთ,
IIIsubj_prfv
ჩამეძინოს,
ჩაგეძინოს,
ჩაეძინოს,
ჩაგვეძინოს,
ჩაგეძინოთ,
ჩაეძინოთ,
