fut2
ვამთქნარებ,
ამთქნარებ,
ამთქნარებს,
ვამთქნარებთ,
ამთქნარებთ,
ამთქნარებენ,
fut2_prfv
შემოვამთქნარებ,
შემოამთქნარებ,
შემოამთქნარებს,
შემოვამთქნარებთ,
შემოამთქნარებთ,
შემოამთქნარებენ,
cond2
ვამთქნარებდი,
ამთქნარებდი,
ამთქნარებდა,
ვამთქნარებდით,
ამთქნარებდით,
ამთქნარებდნენ,
cond2_prfv
შემოვამთქნარებდი,
შემოამთქნარებდი,
შემოამთქნარებდა,
შემოვამთქნარებდით,
შემოამთქნარებდით,
შემოამთქნარებდნენ,
fut2_subj
ვამთქნარებდე,
ამთქნარებდე,
ამთქნარებდეს,
ვამთქნარებდეთ,
ამთქნარებდეთ,
ამთქნარებდნენ,
fut2_subj_prfv
შემოვამთქნარებდე,
შემოამთქნარებდე,
შემოამთქნარებდეს,
შემოვამთქნარებდეთ,
შემოამთქნარებდეთ,
შემოამთქნარებდნენ,
aor2
ვამთქნარე,
ამთქნარე,
ამთქნარა,
ვამთქნარეთ,
ამთქნარეთ,
ამთქნარეს,
aor2_prfv
შემოვამთქნარე,
შემოამთქნარე,
შემოამთქნარა,
შემოვამთქნარეთ,
შემოამთქნარეთ,
შემოამთქნარეს,
IIsubj2
ვამთქნარო,
ამთქნარო,
ამთქნაროს,
ვამთქნაროთ,
ამთქნაროთ,
ამთქნარონ,
IIsubj2_prfv
შემოვამთქნარო,
შემოამთქნარო,
შემოამთქნაროს,
შემოვამთქნაროთ,
შემოამთქნაროთ,
შემოამთქნარონ,
Iturm
მიმთქნარებია,
გიმთქნარებია,
უმთქნარებია,
გვიმთქნარებია,
გიმთქნარებიათ,
უმთქნარებიათ,
Iturm_prfv
შემომიმთქნარებია,
შემოგიმთქნარებია,
შემოუმთქნარებია,
შემოგვიმთქნარებია,
შემოგიმთქნარებიათ,
შემოუმთქნარებიათ,
IIturm
მემთქნარებინა,
გემთქნარებინა,
ემთქნარებინა,
გვემთქნარებინა,
გემთქნარებინათ,
ემთქნარებინათ,
IIturm_prfv
შემომემთქნარებინა,
შემოგემთქნარებინა,
შემოემთქნარებინა,
შემოგვემთქნარებინა,
შემოგემთქნარებინათ,
შემოემთქნარებინათ,
IIIsubj
მემთქნარებინოს,
გემთქნარებინოს,
ემთქნარებინოს,
გვემთქნარებინოს,
გემთქნარებინოთ,
ემთქნარებინოთ,
IIIsubj_prfv
შემომემთქნარებინოს,
შემოგემთქნარებინოს,
შემოემთქნარებინოს,
შემოგვემთქნარებინოს,
შემოგემთქნარებინოთ,
შემოემთქნარებინოთ,
