fut2
ვიძინებ,
იძინებ,
იძინებს,
ვიძინებთ,
იძინებთ,
იძინებენ,
fut2_prfv
აღმოვიძინებ,
აღმოიძინებ,
აღმოიძინებს,
აღმოვიძინებთ,
აღმოიძინებთ,
აღმოიძინებენ,
cond2
ვიძინებდი,
იძინებდი,
იძინებდა,
ვიძინებდით,
იძინებდით,
იძინებდნენ,
cond2_prfv
აღმოვიძინებდი,
აღმოიძინებდი,
აღმოიძინებდა,
აღმოვიძინებდით,
აღმოიძინებდით,
აღმოიძინებდნენ,
fut2_subj
ვიძინებდე,
იძინებდე,
იძინებდეს,
ვიძინებდეთ,
იძინებდეთ,
იძინებდნენ,
fut2_subj_prfv
აღმოვიძინებდე,
აღმოიძინებდე,
აღმოიძინებდეს,
აღმოვიძინებდეთ,
აღმოიძინებდეთ,
აღმოიძინებდნენ,
aor2
ვიძინე,
იძინე,
იძინა,
ვიძინეთ,
იძინეთ,
იძინეს,
aor2_prfv
აღმოვიძინე,
აღმოიძინე,
აღმოიძინა,
აღმოვიძინეთ,
აღმოიძინეთ,
აღმოიძინეს,
IIsubj2
ვიძინო,
იძინო,
იძინოს,
ვიძინოთ,
იძინოთ,
იძინონ,
IIsubj2_prfv
აღმოვიძინო,
აღმოიძინო,
აღმოიძინოს,
აღმოვიძინოთ,
აღმოიძინოთ,
აღმოიძინონ,
Iturm
მიძინია,
გიძინია,
უძინია,
გვიძინია,
გიძინიათ,
უძინიათ,
Iturm_prfv
აღმომიძინია,
აღმოგიძინია,
აღმოუძინია,
აღმოგვიძინია,
აღმოგიძინიათ,
აღმოუძინიათ,
IIturm
მეძინა,
გეძინა,
ეძინა,
გვეძინა,
გეძინათ,
ეძინათ,
IIturm_prfv
აღმომეძინა,
აღმოგეძინა,
აღმოეძინა,
აღმოგვეძინა,
აღმოგეძინათ,
აღმოეძინათ,
IIIsubj
მეძინოს,
გეძინოს,
ეძინოს,
გვეძინოს,
გეძინოთ,
ეძინოთ,
IIIsubj_prfv
აღმომეძინოს,
აღმოგეძინოს,
აღმოეძინოს,
აღმოგვეძინოს,
აღმოგეძინოთ,
აღმოეძინოთ,
