fut2
ვიძინებ,
იძინებ,
იძინებს,
ვიძინებთ,
იძინებთ,
იძინებენ,
fut2_prfv
მიმოვიძინებ,
მიმოიძინებ,
მიმოიძინებს,
მიმოვიძინებთ,
მიმოიძინებთ,
მიმოიძინებენ,
cond2
ვიძინებდი,
იძინებდი,
იძინებდა,
ვიძინებდით,
იძინებდით,
იძინებდნენ,
cond2_prfv
მიმოვიძინებდი,
მიმოიძინებდი,
მიმოიძინებდა,
მიმოვიძინებდით,
მიმოიძინებდით,
მიმოიძინებდნენ,
fut2_subj
ვიძინებდე,
იძინებდე,
იძინებდეს,
ვიძინებდეთ,
იძინებდეთ,
იძინებდნენ,
fut2_subj_prfv
მიმოვიძინებდე,
მიმოიძინებდე,
მიმოიძინებდეს,
მიმოვიძინებდეთ,
მიმოიძინებდეთ,
მიმოიძინებდნენ,
aor2
ვიძინე,
იძინე,
იძინა,
ვიძინეთ,
იძინეთ,
იძინეს,
aor2_prfv
მიმოვიძინე,
მიმოიძინე,
მიმოიძინა,
მიმოვიძინეთ,
მიმოიძინეთ,
მიმოიძინეს,
IIsubj2
ვიძინო,
იძინო,
იძინოს,
ვიძინოთ,
იძინოთ,
იძინონ,
IIsubj2_prfv
მიმოვიძინო,
მიმოიძინო,
მიმოიძინოს,
მიმოვიძინოთ,
მიმოიძინოთ,
მიმოიძინონ,
Iturm
მიძინია,
გიძინია,
უძინია,
გვიძინია,
გიძინიათ,
უძინიათ,
Iturm_prfv
მიმომიძინია,
მიმოგიძინია,
მიმოუძინია,
მიმოგვიძინია,
მიმოგიძინიათ,
მიმოუძინიათ,
IIturm
მეძინა,
გეძინა,
ეძინა,
გვეძინა,
გეძინათ,
ეძინათ,
IIturm_prfv
მიმომეძინა,
მიმოგეძინა,
მიმოეძინა,
მიმოგვეძინა,
მიმოგეძინათ,
მიმოეძინათ,
IIIsubj
მეძინოს,
გეძინოს,
ეძინოს,
გვეძინოს,
გეძინოთ,
ეძინოთ,
IIIsubj_prfv
მიმომეძინოს,
მიმოგეძინოს,
მიმოეძინოს,
მიმოგვეძინოს,
მიმოგეძინოთ,
მიმოეძინოთ,
