fut2
ვუჩქარებ,
უჩქარებ,
უჩქარებს,
ვუჩქარებთ,
უჩქარებთ,
უჩქარებენ,
fut2_prfv
მივუჩქარებ,
მიუჩქარებ,
მიუჩქარებს,
მივუჩქარებთ,
მიუჩქარებთ,
მიუჩქარებენ,
cond2
ვუჩქარებდი,
უჩქარებდი,
უჩქარებდა,
ვუჩქარებდით,
უჩქარებდით,
უჩქარებდნენ,
cond2_prfv
მივუჩქარებდი,
მიუჩქარებდი,
მიუჩქარებდა,
მივუჩქარებდით,
მიუჩქარებდით,
მიუჩქარებდნენ,
fut2_subj
ვუჩქარებდე,
უჩქარებდე,
უჩქარებდეს,
ვუჩქარებდეთ,
უჩქარებდეთ,
უჩქარებდნენ,
fut2_subj_prfv
მივუჩქარებდე,
მიუჩქარებდე,
მიუჩქარებდეს,
მივუჩქარებდეთ,
მიუჩქარებდეთ,
მიუჩქარებდნენ,
aor2
ვუჩქარე,
უჩქარე,
უჩქარა,
ვუჩქარეთ,
უჩქარეთ,
უჩქარეს,
aor2_prfv
მივუჩქარე,
მიუჩქარე,
მიუჩქარა,
მივუჩქარეთ,
მიუჩქარეთ,
მიუჩქარეს,
IIsubj2
ვუჩქარო,
უჩქარო,
უჩქაროს,
ვუჩქაროთ,
უჩქაროთ,
უჩქარონ,
IIsubj2_prfv
მივუჩქარო,
მიუჩქარო,
მიუჩქაროს,
მივუჩქაროთ,
მიუჩქაროთ,
მიუჩქარონ,
Iturm
მიჩქარებია,
გიჩქარებია,
უჩქარებია,
გვიჩქარებია,
გიჩქარებიათ,
უჩქარებიათ,
Iturm_prfv
მიმიჩქარებია,
მიგიჩქარებია,
მიუჩქარებია,
მიგვიჩქარებია,
მიგიჩქარებიათ,
მიუჩქარებიათ,
IIturm
მეჩქარებინა,
გეჩქარებინა,
ეჩქარებინა,
გვეჩქარებინა,
გეჩქარებინათ,
ეჩქარებინათ,
IIturm_prfv
მიმეჩქარებინა,
მიგეჩქარებინა,
მიეჩქარებინა,
მიგვეჩქარებინა,
მიგეჩქარებინათ,
მიეჩქარებინათ,
IIIsubj
მეჩქარებინოს,
გეჩქარებინოს,
ეჩქარებინოს,
გვეჩქარებინოს,
გეჩქარებინოთ,
ეჩქარებინოთ,
IIIsubj_prfv
მიმეჩქარებინოს,
მიგეჩქარებინოს,
მიეჩქარებინოს,
მიგვეჩქარებინოს,
მიგეჩქარებინოთ,
მიეჩქარებინოთ,
